BookID,Title,Author,Rate,Raters,Reviewers,Pages,PublishYear,GenreLink,SeriesLink
246,The Colossus of Maroussi,Henry Miller,3.99,3494,301,244,1941,/work/shelves/1056858,
250,Tropic of Capricorn,Henry Miller,3.78,17772,672,348,1939,/work/shelves/1190908,Tropic
251,Nexus,Henry Miller,4.10,3658,93,316,1959,/work/shelves/2155836,The Rosy Crucifixion
259,Together Alone: Personal Relationships in Public Places,"Calvin Morrill, David A. Snow, Cindy White",3.67,12,1,320,2005,,
254,The Time of the Assassins:  a Study of Rimbaud,Henry Miller,3.94,1044,99,160,1956,/work/shelves/4593,
253,The Air-Conditioned Nightmare,Henry Miller,3.83,2990,179,292,1945,/work/shelves/4592,
256,Behavior in Public Places,Erving Goffman,4.08,245,9,248,1963,/work/shelves/662965,
258,"Public Places: My Life in the Theater, with Peter O'Toole and Beyond",Sian Phillips,3.82,51,6,441,2001,/work/shelves/4597,
257,Haunted Places in America: A Guide to Spooked and Spooky Public Places in the United States,Charles A. Coulombe,3.42,19,1,288,2004,/work/shelves/4596,
260,Squares: A Public Place Design Guide for Urbanists,Mark C. Childs,3.88,8,0,208,2004,,
261,Just in Time! Pastoral Prayers in Public Places,F. Belton Joyner Jr.,3.80,5,0,80,2006,/work/shelves/4600,
263,Art for Public Places: Critical Essays,Malcolm Miles,4.25,4,1,244,1989,,
262,Pike Place Public Market Seafood Cookbook,Braiden Rex-Johnson,3.83,24,2,129,1997,/work/shelves/3748041,
264,The Portrait of a Lady,"Henry James, Patricia Crick, Claude Bonnafont",3.77,73711,2857,797,1881,/work/shelves/1434368,
267,Portrait of the Blue Lady: The Character of Melancholy,Lyn Cowan,4.30,10,1,314,2004,/work/shelves/4605,
265,The Portrait of a Lady,"Janet McAlpin, Henry James",3.91,11,3,,2003,/work/shelves/47520392,
271,New Essays on 'the Portrait of a Lady',"Joel Porte, Emory Elliot",4.00,3,0,178,1990,,The American Novel
266,The Portrait of a Lady,"Henry James, Laural Merlington",3.77,73714,2857,0,1881,/work/shelves/1434368,
275,The Lover,"Marguerite Duras, Barbara Bray, Maxine Hong Kingston",3.74,36702,2694,117,1984,/work/shelves/1009849,The Lover
269,The Portrait of a Lady,"Henry James, Gabriel Brownstein, Mary Cregan",3.77,73714,2857,635,1881,/work/shelves/1434368,
268,The Portrait of a Lady,"Henry James, John Updike",3.77,73714,2857,704,1881,/work/shelves/1434368,
277,Writing,Marguerite Duras,3.72,1769,163,91,1993,/work/shelves/1676514,
270,The Portrait of a Lady,"Henry James, Paul Lauter, Jan Cohn",3.77,73714,2857,640,1881,/work/shelves/1434368,
279,Craniosacral Therapy II: Beyond the Dura,"John E. Upledger, Lillian L. Bensky",4.35,46,1,259,1987,/work/shelves/4612,
278,The War,"Marguerite Duras, Barbara Bray",3.85,2315,172,192,1985,/work/shelves/2534718,
273,The Portrait of a Lady,"Henry James, Claire Bloom",3.77,73714,2857,4,1881,/work/shelves/1434368,
274,The Portrait of a Lady,Henry James,3.77,73714,2857,,1881,/work/shelves/1434368,
272,Portrait of a Lady,Henry James,3.77,73714,2857,548,1881,/work/shelves/1434368,
276,Hiroshima Mon Amour,Marguerite Duras,3.90,4120,225,,1959,/work/shelves/1534884,
285,Love Letters,"Kahlil Gibran, Suheil Bushrui, Salma H. Al-Kuzbari",3.72,428,31,178,1999,/work/shelves/78543265,
282,L'Amour,Marguerite Duras,3.28,937,100,217,1972,/work/shelves/65757632,
281,"Destroy, She Said","Marguerite Duras, Barbara Bray, Helen Lane Cumberford",3.67,859,76,133,1969,/work/shelves/1134896,
280,The Ravishing of Lol Stein,"Marguerite Duras, Richard Seever",3.65,3310,241,181,1964,/work/shelves/378707,
289,The Beloved: Reflections on the Path of the Heart,"Kahlil Gibran, John Walbridge, Robin Waterfield",4.18,396,27,102,1994,/work/shelves/14302796,
291,The Broken Wings,"Kahlil Gibran, جبران خليل جبران, Anthony Rizcallah Ferris",3.93,17083,2078,132,1912,/work/shelves/1676536,
288,Kahlil Gibran: His Life and World,"Jean Gibran, جبران خليل جبران, Kahlil Gibran",4.20,40,4,464,1974,/work/shelves/4620,
284,A Treasury of Kahlil Gibran,"Kahlil Gibran, Martin L. Wolf, Anthony Rizcallah Ferris",4.42,1968,76,456,1947,/work/shelves/6518,Gibran's Treasury
283,L'Amant de la Chine du Nord,Marguerite Duras,3.88,2479,181,246,1991,/work/shelves/56464544,The Lover
286,The Prophet,Kahlil Gibran,4.22,238050,9763,128,1923,/work/shelves/2938937,
295,Treasure Island,"Robert Louis Stevenson, David W. Whitehead, Richard S. Hartmetz",3.83,406586,11882,311,1879,/work/shelves/3077988,
290,Jesus the Son of Man,"Kahlil Gibran, جبران خليل جبران",3.98,2279,201,216,1928,/work/shelves/1673409,
293,The Wisdom Of Kahlil Gibran,Kahlil Gibran,4.23,167,5,,1962,/work/shelves/455545,
292,Sand and Foam,"Kahlil Gibran, جبران خليل جبران",4.06,5876,640,100,1914,/work/shelves/2779610,
296,Treasure Island,"Robert Louis Stevenson, Scott McKowen",3.83,406586,11882,213,1879,/work/shelves/3077988,
297,Treasure Island,Robert Louis Stevenson,3.83,406586,11882,245,1879,/work/shelves/3077988,
300,Treasure Island,"Robert Louis Stevenson, Michael Page",3.83,406586,11882,,1879,/work/shelves/3077988,
299,Treasure Island,"Robert Louis Stevenson, Milo Winter",3.83,406586,11882,272,1879,/work/shelves/3077988,
298,Treasure Island,"Robert Louis Stevenson, N.C. Wyeth, Timothy Meis",3.83,406586,11882,64,1879,/work/shelves/3077988,
302,Treasure Island (Great Illustrated Classics),"Deidre S. Laiken, A.J. McAllister, Robert Louis Stevenson",4.05,3594,106,232,1977,/work/shelves/19019217,
305,George Eliot and Judaism: An Attempt to Appreciate 'Daniel Deronda',David Kaufmann,4.33,3,0,100,2005,,
303,Cliffs Notes on Stevenson's Treasure Island and Kidnapped,O.L. Mishk,4.60,5,0,80,1974,,
309,"Daniel Deronda, V1",George Eliot,4.29,38,8,384,2003,/work/shelves/53533108,
306,Daniel Deronda Notebooks,"George Eliot, Jane Irwin",3.76,21,0,524,1996,,
311,Essential Jazz: The First 100 Years (with CD-ROM),"Henry  Martin, Keith Waters",4.27,22,1,336,2004,/work/shelves/3319118,
301,Treasure Island,"Robert Louis Stevenson, Frederick Davidson",3.83,406665,11886,,1879,/work/shelves/3077988,
307,Daniel Deronda: A Conversation,Henry James,4.67,6,0,48,1879,,
312,Flight: 100 Years of Aviation,"R.G. Grant, John R. Dailey",4.32,196,14,440,2002,/work/shelves/389931,
304,Daniel Deronda,"George Eliot, Edmund White",3.85,23371,1000,796,1876,/work/shelves/313957,
310,Jazz: The First 100 Years (with Audio CD),"Henry  Martin, Keith Waters",4.22,23,0,438,2001,/work/shelves/1889528,
313,100 Years of Lynchings,Ralph Ginzburg,4.57,126,8,270,1962,/work/shelves/4633,
314,If You Lived 100 Years Ago,"Ann McGovern, Anna DiVito",3.91,137,21,80,1999,/work/shelves/4634,
315,Camp Cooking: 100 Years The National Museum of Forest Service History,National Museum of Forest Service History,4.41,44,1,192,2004,/work/shelves/4635,
319,Disney,"Dave   Smith, Steven B. Clark",4.00,94,5,224,1999,/work/shelves/1117846,
323,Masterwork Studies Series: 100 Years of Solitude,Regina Janes,4.04,202,13,176,1991,/work/shelves/4641,
317,El Siglo del Espiritu Santo,Vinson Synan,3.79,66,3,559,2001,/work/shelves/1177171,
318,The Next 100 Years: Predictions to the Nations and the Church of the 21st Century,Dennis Cramer,4.00,11,2,133,2003,,
321,Cliffs Notes on Garcia Marquez' 100 Hundred Years of Solitude,Carl Senna,4.12,59,8,72,1984,,
320,One Hundred Years of Solitude,"Gabriel García Márquez, Gregory Rabassa, Seçkin Selvi",4.08,761701,31099,417,1967,/work/shelves/3295655,
329,What If the Zebras Lost Their Stripes?,"John Reitano, William Wister Haines",4.15,78,14,32,1998,/work/shelves/4644,
325,Cien años de soledad,Gabriel García Márquez,4.08,761706,31100,456,1967,/work/shelves/3295655,
326,One Hundred Years of Solitude,Gabriel García Márquez,4.08,761706,31100,422,1967,/work/shelves/3295655,
330,On Beyond Zebra!,Dr. Seuss,4.04,3052,182,64,1955,/work/shelves/4645,
324,Cien años de soledad,Gabriel García Márquez,4.08,761706,31100,448,1967,/work/shelves/3295655,
331,Ziggy the Zebra,Libby Ellis,4.07,14,0,14,2000,,
327,Why Zebras Don't Get Ulcers,Robert M. Sapolsky,4.17,9076,790,560,1993,/work/shelves/21860,
332,The Wedding Clause,Debbie Raleigh,3.61,187,26,256,2005,/work/shelves/4647,
328,Chess for Zebras,Jonathan Rowson,4.43,87,8,255,2003,/work/shelves/4643,
322,Cien años de soledad,Gabriel García Márquez,4.08,761706,31100,494,1967,/work/shelves/3295655,
333,The Zebra Wall,Kevin Henkes,3.46,234,29,147,1988,/work/shelves/4648,
334,"""A"" Is for Zebra","Mark Shulman, Tarnara Petrosino, Tamara Petrosino",3.74,62,27,32,2006,/work/shelves/4649,
335,Lots and Lots of Zebra Stripes,Stephen R. Swinburne,3.78,41,8,32,1998,/work/shelves/4411074,
339,"Perfumes, Splashes  Colognes: Discovering and Crafting Your Personal Fragrances","Nancy M. Booth, Casey Makela, Deborah Balmuth",3.61,66,2,176,1997,/work/shelves/4652,
340,Wonderful World of Collecting Perfume Bottles: Identification & Value Guide,Jane Flanagan,4.09,11,0,176,2006,,
342,Essence and Alchemy: A Book of Perfume,Mandy Aftel,4.09,619,48,272,2001,/work/shelves/15962,
337,El perfume. Historia de un asesino,Patrick Süskind,4.02,334128,14705,239,1985,/work/shelves/2977727,
338,Jitterbug Perfume,Tom Robbins,4.22,69703,3642,352,1984,/work/shelves/1105831,
344,Scents & Sensibilities: Creating Solid Perfumes for Well-Being,Mandy Aftel,3.82,73,1,96,2005,,
336,Why Zebras Don't Get Ulcers,"Robert M. Sapolksy, Robert M. Sapolksy",4.17,9076,790,367,1993,/work/shelves/21860,
343,Perfume: The Story of a Murderer,"Patrick Süskind, John E. Woods",4.02,334128,14705,263,1985,/work/shelves/2977727,
346,The Perfume Guide,Susan Irvine,4.06,17,2,144,2000,,
345,Perfume: The Art And Science of Scent,Cathy Newman,3.90,62,7,,1998,/work/shelves/755115,
347,Off the Main Sequence: The Other Science Fiction Stories of Robert A. Heinlein,Robert A. Heinlein,4.01,268,23,738,1941,/work/shelves/4659,
341,Perfume Dreams: Reflections on the Vietnamese Diaspora,"Andrew Lam, Richard Rodríguez",4.03,232,33,143,2005,/work/shelves/4654,
348,The Door Into Summer,Robert A. Heinlein,4.02,22730,1137,304,1957,/work/shelves/2055615,
349,The Moon is a Harsh Mistress,Robert A. Heinlein,4.15,116159,3860,382,1966,/work/shelves/1048525,
350,Stranger in a Strange Land,Robert A. Heinlein,3.92,277297,8126,525,1961,/work/shelves/908211,
358,Dirk Gently's Holistic Detective Agency,Douglas Adams,3.97,122940,3510,247,1987,/work/shelves/1042123,Dirk Gently
352,The Notebooks of Lazarus Long,"Robert A. Heinlein, Stephen Hickman",4.07,3605,40,56,1975,/work/shelves/49692,
351,Starman Jones,Robert A. Heinlein,3.85,7596,303,272,1953,/work/shelves/1754018,
354,To Sail Beyond the Sunset,Robert A. Heinlein,3.87,10674,220,434,1987,/work/shelves/347280,The World As Myth
355,Job: A Comedy of Justice,Robert A. Heinlein,3.78,16805,508,439,1984,/work/shelves/924656,
359,The Salmon of Doubt,Douglas Adams,3.93,26063,1002,298,2002,/work/shelves/809325,Dirk Gently
353,Time Enough for Love,Robert A. Heinlein,3.97,32374,843,589,1973,/work/shelves/75443,The World As Myth
356,Time for the Stars,Robert A. Heinlein,3.97,8229,342,256,1956,/work/shelves/49659,
357,The Long Dark Tea-Time of the Soul,Douglas Adams,4.04,80515,1903,307,1988,/work/shelves/1096,Dirk Gently
360,Mostly Harmless,Douglas Adams,3.97,111750,2626,240,1992,/work/shelves/2842984,The Hitchhiker's Guide to the Galaxy
362,Wish You Were Here: The Official Biography of Douglas Adams,Nick  Webb,4.14,2814,68,368,2003,/work/shelves/4669,
361,"Life, the Universe and Everything",Douglas Adams,4.20,197426,3564,232,1982,/work/shelves/74123,The Hitchhiker's Guide to the Galaxy
366,Velvet: A Novel of Suspense,"Alec Kalla, M.J. Sullivan",2.57,7,3,221,1993,,
363,The Long Dark Tea-Time of the Soul,Douglas Adams,4.04,80515,1903,0,1988,/work/shelves/1096,Dirk Gently
364,The Long Dark Tea-Time of the Soul,Douglas Adams,4.04,80515,1903,0,1988,/work/shelves/1096,Dirk Gently
369,Douglas Adams Starship Titanic: The Official Strategy Guide,Neil Richards,3.70,60,6,176,1998,/work/shelves/4674,
371,The Salmon of Doubt,"Douglas Adams, Terry Jones",3.93,26059,1002,299,2002,/work/shelves/809325,Dirk Gently
365,Dirk Gently's Holistic Detective Agency,Douglas Adams,3.97,122980,3512,306,1987,/work/shelves/1042123,Dirk Gently
367,Douglas Adams's Starship Titanic,Terry Jones,3.61,11480,390,256,1997,/work/shelves/11632,
375,Salmon of Doubt,Douglas Adams,3.93,26054,1002,,2002,/work/shelves/809325,Dirk Gently
374,Salmon Doubts,Adam Sacks,3.25,155,31,128,2004,/work/shelves/4676,
372,The Salmon of Doubt: Hitchhiking the Galaxy One Last Time,"Douglas Adams, Christopher Cerf, Simon  Jones",3.93,26064,1002,7,2002,/work/shelves/809325,Dirk Gently
377,Salmon of Doubt: Hitchhiking the Galaxy One Last Time,"Douglas Adams, Christopher Cerf",3.93,26064,1002,336,2002,/work/shelves/809325,Dirk Gently
373,The Salmon of Doubt: Hitchhiking the Galaxy One Last Time,"Douglas Adams, Simon  Jones",3.93,26064,1002,0,2002,/work/shelves/809325,Dirk Gently
378,The Phantom Tollbooth,"Norton Juster, Jules Feiffer",4.19,246846,10458,256,1961,/work/shelves/1782584,
379,A Guide for Using the Phantom Tollbooth in the Classroom,"Kathleen L. Bulloch, Theresa M. Wright",4.25,16,0,48,1994,,
382,The Phantom Tollbooth: A Children's Play in Two Acts,"Susan Nanus, Norton Juster",4.14,101,12,72,1977,/work/shelves/4680,
376,The Salmon Of Doubt,Douglas Adams,3.93,26064,1002,,2002,/work/shelves/809325,Dirk Gently
380,A Colorful Symphony: Full Score,Robert Xavier Rodríguez,5.00,1,1,68,1997,,
385,On Bullshit,Harry G. Frankfurt,3.58,10888,1169,74,1986,/work/shelves/4682,
384,A Literature Guide [To] The Phantom Tollbooth Written By Norton Juster; Illustrated By Jules Feiffer,Barbara Moross,5.00,2,0,85,1998,,
388,The Business of Bullshit,Graham Edmonds,3.56,18,3,193,2006,,
390,Your Call Is Important to Us: The Truth About Bullshit,Laura Penny,3.42,328,38,272,2004,/work/shelves/2671046,
389,Bullshit Artist: The 9/11 Leadership Myth,Ron Schalow,4.67,6,0,326,2006,,
381,La Caseta Magica (the Phantom Tollbooth),Norton Juster,4.19,246847,10458,0,1961,/work/shelves/1782584,
386,Another Bullshit Night in Suck City,Nick Flynn,3.79,10306,973,347,2004,/work/shelves/3328037,
391,Dictionary of Bullshit,Nick  Webb,3.13,32,3,176,2005,/work/shelves/4688,
383,The Phantom Tollbooth,Norton Juster,4.19,246847,10458,0,1961,/work/shelves/1782584,
392,"Bullets, Badges, and Bullshit",Phil T. O'Brien,5.00,2,0,444,2006,,
387,100 Bullshit Jobs...And How to Get Them,Stanley Bing,3.19,176,24,320,2006,/work/shelves/4684,
396,A. Lincoln'S Gettysburg Addres,"Barbara Jane Feinburg, Barbara Silberdick Feinberg",4.00,4,0,79,2000,,
393,"Hello, Lied the Agent: And Other Bullshit You Hear as a Hollywood TV Writer",Ian Gurvitz,3.36,58,8,342,2006,/work/shelves/4690,
394,Lincoln at Gettysburg: The Words That Remade America,Garry Wills,4.14,7546,249,317,1992,/work/shelves/4691,
398,The Battle of Gettysburg and Lincoln's Gettyburg Address,Carin T. Ford,4.25,8,3,48,2004,,The Civil War Library
395,Lincoln's Gettysburg Address in Translation,"Abraham Lincoln, Roy P. Basler",4.53,6803,179,36,1863,/work/shelves/4694,
397,The Gettysburg Address,"Abraham Lincoln, Michael McCurdy",4.53,6803,179,32,1863,/work/shelves/4694,
400,Libra,Don DeLillo,3.99,14224,859,480,1988,/work/shelves/1011400,
399,Underworld,Don DeLillo,3.92,26933,1983,827,1997,/work/shelves/2968156,
403,Americana,Don DeLillo,3.42,4974,401,377,1971,/work/shelves/3034637,
401,Don DeLillo's White Noise,"Harold Bloom, Jesse Zuba, Don DeLillo",3.71,34,1,246,2002,,Bloom's Modern Critical Interpretations
409,Against the Day,Thomas Pynchon,4.02,7565,811,1085,2006,/work/shelves/3016553,
404,Running Dog,Don DeLillo,3.44,1782,125,256,1978,/work/shelves/1459,
410,V.,Thomas Pynchon,3.96,19177,1043,547,1963,/work/shelves/2999000,
405,Ratner's Star,Don DeLillo,3.47,1908,178,448,1976,/work/shelves/1043014,
402,Mao II,Don DeLillo,3.68,9962,590,254,1991,/work/shelves/2456942,
407,Great Jones Street,Don DeLillo,3.48,2981,221,272,1973,/work/shelves/1752467,
415,Gravity's Rainbow,Thomas Pynchon,3.97,39309,3234,776,1973,/work/shelves/866393,
413,Mason & Dixon,Thomas Pynchon,4.08,9384,806,773,1997,/work/shelves/1935,
406,Cosmopolis,Don DeLillo,3.23,14916,1363,224,2003,/work/shelves/3019373,
416,Slow Learner: Early Stories,Thomas Pynchon,3.50,4186,288,193,1984,/work/shelves/1888601,
412,Gravity's Rainbow,Thomas Pynchon,3.97,39310,3235,784,1973,/work/shelves/866393,
414,Vineland,Thomas Pynchon,3.69,9654,628,385,1990,/work/shelves/1934,
421,The White Album,Joan Didion,4.15,17297,1252,222,1979,/work/shelves/682500,
408,The Names,Don DeLillo,3.64,3755,287,339,1982,/work/shelves/2320,
420,The Year of Magical Thinking,Joan Didion,3.89,145383,10615,227,2005,/work/shelves/1659905,
424,Slouching Towards Bethlehem,Joan Didion,4.19,37956,2839,238,1967,/work/shelves/1844,
411,The Crying of Lot 49,Thomas Pynchon,3.68,72468,4534,152,1966,/work/shelves/1477756,
418,Been Down So Long It Looks Like Up To Me,"Richard Fariña, Thomas Pynchon",3.79,2882,271,352,1966,/work/shelves/2942907,
423,Where I Was From,Joan Didion,3.86,3556,367,240,2003,/work/shelves/1371028,
419,Vintage Didion,Joan Didion,4.09,449,25,199,2004,/work/shelves/4701,
417,Thomas Pynchon,Harold Bloom,3.65,26,3,322,1986,/work/shelves/4699,Bloom's Modern Critical Views
425,Democracy,Joan Didion,3.83,2441,223,234,1984,/work/shelves/1214244,
426,We Tell Ourselves Stories in Order to Live: Collected Nonfiction,"Joan Didion, John Leonard",4.49,1670,113,1122,2006,/work/shelves/4702,
428,Play It As It Lays,"Joan Didion, David Thomson",3.88,29433,2244,231,1970,/work/shelves/4703,
429,Amazons: An Intimate Memoir by the First Woman Ever to Play in the National Hockey League,Cleo Birdwell,3.73,142,36,390,1980,/work/shelves/1852411,
427,Miami,Joan Didion,3.70,1330,130,240,1987,/work/shelves/4296,
422,A Book of Common Prayer,Joan Didion,3.80,3610,338,272,1977,/work/shelves/1043020,
430,Amazons,Cleo Birdwell,3.73,142,36,362,1980,/work/shelves/1852411,
432,City of Glass,Paul Auster,3.79,15312,979,203,1985,/work/shelves/2434710,New York Trilogy
438,"New York Trilogy: New York Underground, Trapped, Love and Sex",Paul Hallasy,5.00,2,0,156,2000,,
431,The New York Trilogy,"Paul Auster, Art Spiegelman, Luc Sante",3.87,62964,3361,308,1987,/work/shelves/2343071,New York Trilogy
431,The New York Trilogy,"Paul Auster, Art Spiegelman, Luc Sante",3.87,62964,3361,308,1987,/work/shelves/2343071,New York Trilogy
433,The New York Trilogy: City of Glass / Ghosts / The Locked Room,Paul Auster,3.87,62962,3361,384,1987,/work/shelves/2343071,New York Trilogy
434,Ghosts,Paul Auster,3.64,4766,290,96,1986,/work/shelves/121654,New York Trilogy
442,New York Trilogy   Whodunit?,Anne Holzapfel,5.00,2,0,,1996,,
440,New York Nights,Eric Brown,3.55,83,9,327,2000,/work/shelves/4711,Virex Trilogy
444,Pyramids of Montauk: Explorations in Consciousness,"Peter Moon, Preston B. Nichols, Nina Helms",3.91,85,2,256,1995,/work/shelves/4714,The Montauk Books
431,The New York Trilogy,"Paul Auster, Art Spiegelman, Luc Sante",3.87,62964,3361,308,1987,/work/shelves/2343071,New York Trilogy
436,La trilogía de Nueva York,"Paul Auster, Maribel de Juan",3.87,62967,3361,344,1987,/work/shelves/2343071,New York Trilogy
435,The Locked Room,Paul Auster,3.89,4015,237,179,1986,/work/shelves/1807826,New York Trilogy
439,New York Dreams,Eric Brown,3.73,44,7,336,2004,/work/shelves/4710,Virex Trilogy
443,New York Blues,Eric Brown,3.88,40,4,240,2002,/work/shelves/3463179,Virex Trilogy
445,All My Tomorrows,"Al Lacy, JoAnna Lacy",3.99,203,18,352,2003,/work/shelves/4715,The Orphan Trains Trilogy
448,A Tomb for Anatole: Poetry,"Stéphane Mallarmé, Paul Auster",4.36,146,19,202,1961,/work/shelves/2230735,
447,Moon Palace,Paul Auster,3.95,21001,949,320,1989,/work/shelves/168560,
446,The Brooklyn Follies,Paul Auster,3.84,23403,1683,306,2005,/work/shelves/1991577,
450,Neon Lit: Paul Auster's City of Glass,"Paul Karasik, David Mazzucchelli, Paul Auster, Bob Callahan",3.93,6633,432,129,1994,/work/shelves/57154110,
451,True Tales of American Life,Paul Auster,3.88,3069,344,480,2001,/work/shelves/1128677,
452,The Invention of Solitude: A Memoir,Paul Auster,3.78,11703,1344,192,1982,/work/shelves/729200,
456,Leviathan,Paul Auster,3.96,15305,730,275,1992,/work/shelves/1128381,
453,The Music of Chance,Paul Auster,3.91,9907,516,217,1990,/work/shelves/2382110,
454,Travels in the Scriptorium,Paul Auster,3.24,9141,910,145,2006,/work/shelves/2364730,
457,Auggie Wren's Christmas Story,Paul Auster,3.85,1483,157,48,1990,/work/shelves/4725,
455,In the Country of Last Things,Paul Auster,3.87,11588,881,188,1987,/work/shelves/1010901,
449,Timbuktu,Paul Auster,3.69,12464,1028,181,1999,/work/shelves/1344597,
459,The Random House Book of 20th Century French Poetry,Paul Auster,4.57,173,12,690,1982,/work/shelves/445544,
458,Oracle Night,Paul Auster,3.79,13680,831,256,2003,/work/shelves/3011932,
461,The Inner Life of Martin Frost,"Paul Auster, Glenn  Thomas",3.34,318,24,40,2000,/work/shelves/2121353,
462,Disappearances,Paul Auster,3.44,73,2,96,1988,/work/shelves/1128678,
460,Paul Auster's New York - Promo: Mak.of Amer,"Paul Auster, Frieder Blickle",3.87,68,4,97,1997,/work/shelves/6582723,
468,An Art of Desire: Reading Paul Auster,Bernd Herzogenrath,4.00,5,0,245,1999,,
465,Paul Auster and Postmodern Quest: On the Road to Nowhere,"Chippy M.L. Den Irvine, Chippy M.L. Den Irvine",4.00,2,0,221,2002,,
466,Timbuktu / Leviathan / Moon Palace,Paul Auster,4.38,24,1,1075,2002,,
469,Paul Auster,"Harold Bloom, Amy Sickels",3.92,12,0,254,2003,,Bloom's Modern Critical Views
471,World that is the Book: Paul Auster’s Fiction,Aliki Varvogli,3.60,10,1,200,2001,/work/shelves/27145,
467,El libro de las ilusiones,"Paul Auster, Benito Gómez Ibáñez",3.85,21851,1194,344,2002,/work/shelves/1779328,
472,Why Write?,Paul Auster,3.79,147,14,58,1996,/work/shelves/1128659,
474,Paul Auster (French Edition),F. Gavillon,4.25,4,0,211,2000,,
463,The Red Notebook: True Stories,Paul Auster,3.78,4007,295,104,1993,/work/shelves/1892049,
473,Beyond the Red Notebook,Dennis Barone,4.00,10,0,224,1995,/work/shelves/4739,
470,"The Art of Hunger: Essays, Prefaces, Interviews, The Red Notebook",Paul Auster,3.87,498,15,368,1992,/work/shelves/4736,
464,Collected Poems,Paul Auster,3.58,272,23,192,2004,/work/shelves/371852,
475,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,3.92,62342,3347,608,2004,/work/shelves/1041106,Civilizations Rise and Fall
480,Collapse of Burning Buildings: A Guide to Fireground Safety,Vincent Dunn,4.83,6,0,150,1988,,
479,The Collapse of Evolution,Scott M. Huse,4.06,72,6,224,1986,/work/shelves/4744,
477,Collapse of Complex Societies,Joseph A. Tainter,4.16,898,106,262,1988,/work/shelves/4742,
476,The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,"Stephen Leeb, Glen C. Strathy",3.39,260,31,211,2006,/work/shelves/23186,
481,The Collapse of the Common Good: How America's Lawsuit Culture Undermines Our Freedom,Philip K. Howard,3.89,66,4,272,2002,/work/shelves/4746,
478,Bowling Alone: The Collapse and Revival of American Community,Robert D. Putnam,3.81,5503,595,544,2000,/work/shelves/4743,
487,Searching for Lost City: On the Trail of America's Native Languages,Elizabeth Seay,3.89,9,2,272,2003,,
484,Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America,"Joy Harjo, Gloria Bird, Beth Cuthand, Valerie Martinez, Patricia Blanco",4.39,309,23,576,1997,/work/shelves/4749,
488,Indian Sign Language,"William Tomkins, A.J. Stover",4.00,46,4,128,1969,/work/shelves/4753,
490,Along The Clipper Way,Francis Chichester,4.08,36,4,287,1966,/work/shelves/307,
491,"Life And Adventures Of John Nicol, Mariner",John Nicol,4.00,82,13,,1999,/work/shelves/2612415,
489,Along The Clipper Way,Francis Chichester,4.08,36,4,,1966,/work/shelves/307,
495,"Colorado Springs Notes, 1899-1900",Brotherhood of Life,4.04,27,1,439,1978,/work/shelves/4758,
496,The Lost Journals of Nikola Tesla: HAARP - Chemtrails and the Secret of Alternative 4,Tim R. Swartz,3.94,47,5,155,2000,/work/shelves/4759,
485,The Languages of Native North America,Marianne Mithun,4.53,34,6,773,1999,/work/shelves/4750,Cambridge Language Surveys
493,My Inventions,Nikola Tesla,3.87,7675,522,88,1919,/work/shelves/4756,
492,The Fantastic Inventions of Nikola Tesla,"Nikola Tesla, David Hatcher Childress",4.07,252,23,351,1993,/work/shelves/4755,
499,21st Century Mysteries: Nikola Tesla: Federal Documents and References (CD-ROM),U.S. Government,5.00,2,0,23931,2006,,
494,Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,"Marc J.  Seifer, William H. Terbo",3.66,5244,441,542,1996,/work/shelves/4757,
498,Tesla Papers,"Nikola Tesla, David Hatcher Childress",4.17,111,2,100,2000,/work/shelves/4761,
497,Nikola Tesla: A Spark of Genius,Carol Dommermuth-Costa,3.94,111,7,144,1994,/work/shelves/4760,
482,"Armageddon Averted: The Soviet Collapse, 1970-2000",Stephen Kotkin,3.73,699,69,245,2001,/work/shelves/4747,
501,The Tesla Rotating Magnetic Field,"Thomas Commerford Martin, Nikola Tesla",4.00,1,0,48,2005,,
500,Problem of Increasing Human Energy,Nikola Tesla,4.24,285,19,112,1990,/work/shelves/4763,
502,Art Invention House,Michael Webb,3.67,9,0,319,2005,,
503,How Invention Begins: Echoes of Old Voices in the Rise of New Machines,John H. Lienhard,3.75,16,3,277,2006,/work/shelves/4766,
504,The Invention of Peace: Reflections on War and International Order,Michael Eliot Howard,3.75,108,9,128,2000,/work/shelves/4767,
508,The Complete Idiot's Guide to Cashing in On Your Inventions,Richard C. Levy,4.00,10,0,359,2001,/work/shelves/4771,
507,Amazing Leonardo da Vinci Inventions: You Can Build Yourself,Maxine Anderson,3.87,100,14,128,2006,/work/shelves/4770,
506,The Story of Inventions,"Frank Puterbaugh Bachman, Michael J. McHugh",3.75,71,2,354,1992,/work/shelves/4769,
505,The Invention of Tradition,"Eric J. Hobsbawm, Terence O. Ranger, Hugh R. Trevor-Roper, Prys Morgan, David Cannadine, Bernard S. Cohn",3.96,1093,63,320,1983,/work/shelves/4768,Canto Classics
509,The Invention of Love,Tom Stoppard,4.02,1770,108,112,1997,/work/shelves/1303379,
513,Sliding for Home,Frank Moher,1.00,1,1,118,1990,,
