BookID,Title,Author,Rate,Raters,Reviewers,Pages,PublishYear,GenreLink,Series
104885,Nature and Culture in the Iliad: The Tragedy of Hector,James M. Redfield,4.29,51,3,336,1975,/work/shelves/101110,
104884,Cant Stop Overeating Drinking,Cheryl Perkins,0.00,0,0,200,1995,,
104890,The World Almanac for Kids 2007,World Almanac,4.19,16,1,351,2006,/work/shelves/63118691,
104886,"Birnbaum's Walt Disney World for Kids, by Kids 2007","Birnbaum Travel Guides, Jill Safro",4.15,117,9,160,2002,/work/shelves/1858617,
104888,Sensational Kids,"Lucy Jane Miller, Doris A. Fuller",4.20,698,76,384,2006,/work/shelves/866250,
104891,Trim Kids(TM): The Proven 12-Week Plan That Has Helped Thousands of Children Achieve a Healthier Weight,"Melinda S. Sothern, Heidi Schumacher, T. Kristian von Almen, T. Kristian Almen, Alexis Seabrook",3.39,31,2,420,2001,/work/shelves/101116,
104892,"Life and Letters of Fred. W. Robertson, M. A., Incumbent of Trinity Chapel, Brighton, 1847-53",Frederick William Robertson,0.00,0,0,,2013,,
104894,Merlin and the Grail: The Trilogy of Arthurian Prose Romances,"Robert de Boron, Nigel Bryant",3.90,133,12,180,1199,/work/shelves/101119,
104889,"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!",Tom Robinson,3.97,555,15,144,2001,/work/shelves/101114,Everything Kids
104896,The Merlin Effect,T.A. Barron,3.85,1070,32,288,1994,/work/shelves/1689776,The Adventures of Kate
104900,A T. A. Barron Collection: The Lost Years of Merlin; The Seven Songs of Merlin; The Fires of Merlin,T.A. Barron,4.36,101,2,928,2001,/work/shelves/101124,Merlin
104899,"I Want to Spend the Rest of My Life Everywhere, With Everyone, One to One, Always, Forever, Now",Damien Hirst,4.57,83,6,336,1997,/work/shelves/101123,
104895,Southern Life,"Laurence G. Avery, Paul  Green",0.00,0,0,786,1994,,Fred W. Morrison Series in Southern Studies
104897,From Fear to Faith,Merlin R. Carothers,4.22,46,2,181,1997,/work/shelves/101121,
104902,Child of the Dark Prophecy,T.A. Barron,4.06,6289,224,384,2004,/work/shelves/25003,Merlin
104893,The Seven Songs of Merlin,T.A. Barron,4.11,9830,206,272,1997,/work/shelves/101118,Merlin
104898,I Am One of You Forever,Fred Chappell,4.10,1292,130,184,1985,/work/shelves/101122,
104908,The Path of the Fallen: Book of E'Malkai,Dan  O'Brien,3.69,29,10,728,2006,/work/shelves/21828885,
104909,The Book of Secrets: Unlocking the Hidden Dimensions of Your Life,Deepak Chopra,3.95,6918,319,279,2004,/work/shelves/1100545,
104901,The Ancient One,T.A. Barron,4.08,1887,108,320,1992,/work/shelves/101125,The Adventures of Kate
104907,Homebuilts: A Handbook for the 1st Time Builder,Frank J. O'Brien,0.00,0,0,170,1985,,
104904,T.A. Barron Box Set,T.A. Barron,4.40,439,11,0,2000,/work/shelves/6602978,The Lost Years of Merlin
104912,The Cosmic Mind and Submanifest Order of Being,Deepak Chopra,4.55,31,3,0,2000,,
104906,Management Information Systems: Managing Information Technology in the Internetworked Enterprise,James A. O'Brien,3.81,188,13,832,1990,/work/shelves/101130,
104903,Heartlight,T.A. Barron,3.70,1091,46,256,1990,/work/shelves/1819929,The Adventures of Kate
104905,Banner O'Brien,Linda Lael Miller,4.01,1057,60,320,1984,/work/shelves/101129,Corbins
104910,Kama Sutra: Including the Seven Spiritual Laws of Love,Deepak Chopra,3.75,159,16,160,2006,/work/shelves/910431,
104911,Escaping the Prison of the Intellect: A Journey from Here to Here,Deepak Chopra,3.61,84,5,1,1994,/work/shelves/101135,
104915,How To Know God: The Soul's Journey Into The Mystery Of Mysteries,Deepak Chopra,3.89,4420,142,96,2000,/work/shelves/2278632,
104916,Perfect Weight: The Complete Mind-Body Program for Achieving and Maintaining Your Ideal Weight,Deepak Chopra,3.63,385,42,131,1994,/work/shelves/101140,
104919,Walking and Leaping,Merlin R. Carothers,3.94,16,0,129,1980,/work/shelves/101143,
104918,Auditioning: An Actor-Friendly Guide,"Joanna Merlin, Harold Prince",4.07,139,14,240,2001,/work/shelves/101142,
104913,The Book of Secrets: Unlocking the Hidden Dimensions of Your Life,Deepak Chopra,3.95,6921,319,288,2004,/work/shelves/1100545,
104914,"Power, Freedom, and Grace: Living from the Source of Lasting Happiness",Deepak Chopra,4.14,715,62,232,2006,/work/shelves/101138,
104922,Sigh For a Merlin,Alex Henshaw,4.34,41,1,240,2000,/work/shelves/101146,
104920,Praise Works,Merlin R. Carothers,4.28,32,2,226,1920,,
104917,The Young Merlin Trilogy,Jane Yolen,3.70,462,47,259,2004,/work/shelves/2027385,The Young Merlin Trilogy
104924,More Power to You,Merlin R. Carothers,4.05,22,1,143,1982,,
104921,Hobby,Jane Yolen,3.60,417,31,90,1996,/work/shelves/101145,The Young Merlin Trilogy
104925,Oneness Conquest For Goddom: The First Ever Neurolinguistic Program for Enlightenment,Michael McClinton,5.00,1,0,24,2006,,
104929,Budda in the Boardroom,"Keith MacConnell, Gary Mosher",5.00,1,0,140,2005,,
104923,Merlin and the Dragons,"Jane Yolen, Li Ming",4.09,378,42,40,1998,/work/shelves/1639646,
104926,Gautama Budda,Betty Kelen,3.85,26,2,132,1967,/work/shelves/1918758,
104930,Hocus-Pocus Magical Cookbook: More Than 50 Delicious Recipes with Secret Ingredients for Wizards & Kids [With Liquid Filled Magic Wand],"Donna Boundy, Julia Gran",3.33,6,0,72,2001,,
104927,遇見藥師佛 Yu jian yao shi fo,"Khenchen Thrangu, Peter O'Hearne, Wenying Jin",4.35,46,3,260,2001,/work/shelves/398252,
104934,Gōtama Budda,Kyōshō Hayashima,5.00,1,0,462,1990,,
104932,Hocus-Pocus,"Jack Scaparro, William Teason",2.86,14,1,405,1988,/work/shelves/101156,
104936,Budda No Hakobune,Shin'ichi Nakazawa,0.00,0,0,267,1989,,
104935,Gotama Budda (Genshi Bukkyo) (Japanese Edition),Hajime Nakamura,4.36,14,0,776,1992,,
104937,Hādhā Bayān Lil Nās: Al Shubhāt Al Thalāthūn Al Muthārah Li Inkār Al Sunnah Al Nabawīyah:  ʻarḍ Wa Tafnīd Wa Naqḍ,°Abd al-°Azim Ibrahim Mata°ni,0.00,0,0,195,1999,,
104941,Nirvana in New York,"Kurt Cobain, Steve Gorenberg, Pete Billmann",4.50,22,0,62,1995,/work/shelves/101165,
104939,Cinema Nirvana: Enlightenment Lessons from the Movies,Dean Sluyter,3.80,75,5,304,2005,/work/shelves/101163,
104945,From Here to Nirvana,"Anne Cushman, Jerry Jones",4.10,20,2,432,1998,/work/shelves/101169,
104938,365 NIRVana Here and Now: Living Every Moment in Enlightenment,Josh Baran,3.75,57,9,432,2003,,
104943,Nirvana in a Cup: The Founding of Oregon Chai,Tedde McMillen,3.50,2,1,334,2006,,
104946,We Make the Road by Walking: Conversations on Education and Social Change,"Myles Horton, Paulo Freire",4.34,826,80,296,1990,/work/shelves/101170,
104940,Many Ways to Nirvana: Reflections and Advice on Right Living,"Dalai Lama XIV, Renuka Singh",3.96,127,6,224,1988,/work/shelves/1150832,
104942,Nirvana - In Utero,Kurt Cobain,4.47,17,1,144,1994,,
104949,How to See Yourself As You Really Are,"Dalai Lama XIV, Jeffrey Hopkins",3.81,4002,242,276,2006,/work/shelves/415545,
104947,College We Make the Road by Walking,Margit Watts,0.00,0,2,310,2006,,
104944,Nirvana: The Stories Behind Every Song,Chuck Crisafulli,3.52,96,11,256,1996,/work/shelves/1184510,
104948,"EPICA's 30th Anniversary Anthology, Volume II, We Make The Road By Walking (Epica's 30th Anniversary Anthology, Vol 2)","Scott Wright, Ann Butwell, Kathy Ogle",5.00,2,0,236,1998,,
104950,We Make The Road By Walkingpaths From Boyhood To Manhood,Robert Bly,0.00,0,0,2,1991,,
104956,My Land and My People: The Original Autobiography of His Holiness the Dalai Lama of Tibet,"Dalai Lama XIV, Melissa Mathison Ford",4.32,1018,82,256,1962,/work/shelves/1510578,
104951,A Simple Path: Basic Buddhist Teachings by His Holiness the Dalai Lama,"Dalai Lama XIV, Dominique Side, Ian Cumming, Thupten Jinpa",4.14,279,19,176,2000,/work/shelves/1271534,
104953,The Dalai Lama at MIT,"Anne Harrington, Arthur Zajonc",3.74,46,6,288,2006,/work/shelves/101177,
104957,The Dalai Lama’s Book of Wisdom,Dalai Lama XIV,4.25,2544,130,128,1997,/work/shelves/101181,
104958,How to Expand Love: Widening the Circle of Loving Relationships,"Dalai Lama XIV, Jeffrey Hopkins",3.99,689,81,224,2005,/work/shelves/2152683,
104960,Gentle Bridges: Conversations with the Dalai Lama on the Sciences of Mind,"Jeremy W. Hayward, Francisco J. Varela",4.21,47,5,288,1992,/work/shelves/101184,
104961,Come As You Are: The Story of Nirvana,Michael Azerrad,4.05,8273,189,355,1993,/work/shelves/101185,
104954,Destructive Emotions: How Can We Overcome Them?: A Scientific Dialogue with the Dalai Lama,"Daniel Goleman, Dalai Lama XIV, Ed Levin",4.13,2348,140,0,2000,/work/shelves/27020,
104962,Nirvana - Unplugged in New York: Transcribed Scores,Kurt Cobain,4.89,9,0,128,1995,,
104964,The Best of Nirvana: A Step-By-Step Breakdown of the Bass Styles & Techniques of Chris Novoselic,"Chad Johnson, Kurt Cobain",4.00,1,0,45,2002,,
104965,The Nirvana Sutras and Advaita-Vedanta: Beneath the Illusion of Being,Stephen H. Wolinsky,3.57,7,0,237,2004,,
104959,The Essential Dalai Lama: His Important Teachings,Dalai Lama XIV,4.13,455,35,272,1995,/work/shelves/230469,
104963,Never Mind Nirvana,Mark Lindquist,3.55,289,28,256,2000,/work/shelves/101187,
104968,Nirvana,"Steve Gullick, Stephen Sweet, Everett True",4.43,30,3,153,2001,/work/shelves/101192,
104966,Nirvana: The Chosen Rejects,"Kurt St. Thomas, Troy Smith",3.90,113,15,320,2004,/work/shelves/101190,
104967,Nirvana: Teen Spirit: The Stories Behind Every Song,Chuck Crisafulli,3.52,96,11,136,1996,/work/shelves/1184510,
104969,Nirvana: The Bass Collection,"Kurt Cobain, Steve Gorenberg",4.75,4,0,60,1997,,
104970,Nirvana - The Albums,Hal Leonard Corporation,5.00,1,0,244,2000,,
104971,Guitar World Presents Nirvana and the Grunge Revolution,"Brad Tolinski, Harold Steinblatt, Guitar World",3.15,13,1,206,1998,,
104973,Nirvana: The Biography,Everett True,4.11,1031,68,688,2006,/work/shelves/101197,
104972,This Side of Nirvana: Memoirs of a Spiritually Challenged Buddhist,Sara  Jenkins,3.81,21,4,276,2001,/work/shelves/101196,
104975,Nirvana: Incesticide,Kurt Cobain,4.60,10,0,112,1995,,
104976,"Les ""Principia"" De Newton",Michel Blay,0.00,0,0,124,1995,,
104979,Journey of Souls: Case Studies of Life Between Lives,Michael   Newton,4.26,12981,832,278,1994,/work/shelves/101203,
104974,Nirvana: The Complete Recording Sessions,Rob Jovanovic,3.72,18,3,224,2004,,
104978,La Conceptualisation Newtonienne Des Phénomènes De La Couleur,Michel Blay,0.00,0,0,304,1983,,
104977,Newton versus relativity,Jean-Michel Rocard,3.00,1,0,107,1986,,
104981,A Soul's Journey,Peter Richelieu,4.45,119,13,208,1973,/work/shelves/101205,
104980,Soul Journey: From Lincoln to Lindbergh: Revealing the Mysteries of Karma and Rebirth,Richard Salva,3.50,4,1,343,2006,,
104986,Journey of the Soul,Doris Klein,4.38,13,1,115,2000,/work/shelves/101210,
104983,The Soul's Journey: Guidance from the Divine Within,"Lawrence Edwards, Stephen Larsen",3.53,15,0,296,2000,/work/shelves/101207,
104984,Reincarnation and Judaism: The Journey of the Soul,DovBer Pinson,4.50,2,0,212,1999,,
104982,Welcome Home: Following Your Soul's Journey Home,Sandra Ingerman,4.10,105,9,208,1994,/work/shelves/101206,
104987,Number Synchronicity: A Beacon of Light for the Soul's Journey,Skot Jonz,3.00,1,0,312,2004,,
104990,Soul's Perfection,Sylvia Browne,4.21,425,24,205,2000,/work/shelves/101214,Journey of the Soul
104991,Standup Comic,Woody Allen,4.30,33,2,,2002,/work/shelves/101215,
104992,The Great Niche Hunt: Finding the Work That's Right for You,"David Frahm, Paula Rinehart",3.50,4,1,186,1991,/work/shelves/101216,
104989,Soul's Perfection,Sylvia Browne,4.21,425,24,,2000,/work/shelves/101214,Journey of the Soul
104993,"The Slow Burning Love of God, Mahanta Transcripts, Book 13",Harold Klemp,4.46,26,1,272,1996,,Mahanta Transcripts
104996,The Drumbeat of Time: Mahanta Transcripts,Harold Klemp,4.69,13,0,278,1995,,Mahanta Transcripts
104994,"Journey of Soul: Mahanta Transcripts, Book 1",Harold Klemp,4.48,50,3,307,1988,,Mahanta Transcripts
104995,"The Golden Heart: Mahanta Transcripts, Book IV",Harold Klemp,4.57,63,3,331,1990,,Mahanta Transcripts
104997,"Cloak of Consciousness: Mahanta Transcripts, Book V",Harold Klemp,4.50,18,1,294,1991,,Mahanta Transcripts
104999,How the Inner Master Works: Mahanta Transcripts,Harold Klemp,4.36,14,0,295,1995,,Mahanta Transcripts
104998,"The Eternal Dreamer: Mahanta Transcripts, Book VII",Harold Klemp,4.40,25,0,258,1992,,Mahanta Transcripts
105000,The Dream Master: Dream Your Way Home to God,Harold Klemp,4.45,20,0,241,1993,,Mahanta Transcripts
105004,"Stories of Past Lives, Dreams, and Soul Travel",Harold Klemp,4.20,30,2,279,2004,,
105001,Ask the Master: Book 2,Harold Klemp,4.35,37,0,320,1994,,
105002,"How to Survive Spirituality in Our Times,  Mahanta Transcripts, Book 16",Harold Klemp,4.32,25,2,348,2001,,
105007,The Language of Soul: Keys to Living a More Meaningful Life,Harold Klemp,4.37,38,2,162,2003,,
105003,Touching the Face of God,Harold Klemp,4.45,11,0,146,2006,,
105011,What is Spiritual Freedom?: Mahanta Transcripts,Harold Klemp,4.67,15,1,201,1995,,Mahanta Transcripts
105006,"Our Spiritual Wake Up Calls, Mahanta Transcripts",Harold Klemp,4.56,18,0,246,1997,,Mahanta Transcripts
105010,A Lover's Discourse: Fragments,"Roland Barthes, Richard Howard",4.37,7680,567,240,1977,/work/shelves/1856185,
105005,"The Secret of Love, Mahanta Transcripts, Book 14",Harold Klemp,4.47,19,1,244,1997,,Mahanta Transcripts
105016,"People Of The Himalayas: Ecology, Culture, Development And Change",Khagen Chandra Mahanta,0.00,0,0,353,1997,,
105008,The Living Word: Book 1,Harold Klemp,4.46,41,0,282,1996,,
105012,We Come as Eagles,Harold Klemp,4.53,40,1,,1997,,Mahanta Transcripts
105014,"Unlocking the Puzzle Box: Mahanta Transcripts, Book VI",Harold Klemp,4.50,20,1,309,1992,,Mahanta Transcripts
105013,"How to Find God: Mahanta Transcripts, Book II",Harold Klemp,4.48,21,1,375,1988,,Mahanta Transcripts
105009,A Lover's Discourse: Fragments,"Roland Barthes, Richard Howard",4.37,7680,567,234,1977,/work/shelves/1856185,
105023,The Sea Lady,Margaret Drabble,3.25,640,126,352,2006,/work/shelves/1349063,
105025,The Ice Age,Margaret Drabble,3.66,372,28,,1977,/work/shelves/101248,
105021,The Millstone,Margaret Drabble,3.84,2541,200,192,1965,/work/shelves/1914082,
105019,A Summer Bird-cage,Margaret Drabble,3.61,732,71,192,1963,/work/shelves/1520585,
105020,The Waterfall,Margaret Drabble,3.72,457,33,240,1969,/work/shelves/2231061,
105026,"Margaret Drabble: Golden Realms (Living Author Series, No 4)","Dorey Schmidt, Jan Seale",3.00,1,0,195,1982,,
105018,Robinson Crusoe,"Daniel Defoe, Michael Shinagel",3.68,249995,6756,399,1719,/work/shelves/604666,Robinson Crusoe
105027,Critical Essays on Margaret Drabble (Critical Essays on British Literature),"Ellen Cronan Ross, Ellen C. Rose",0.00,0,0,205,1985,,
105029,"Sung to Shahryar, Poems from the Book of the Thousand Nights & One Night",E. Powys Mathers,3.67,3,0,124,1925,,
105030,"Sung to Shahryar, Poems from the Arabian Nights",E. Powys Mathers,3.67,3,0,108,1925,,
105028,"Amanuenses to the Present: Protagonists in the Fiction of Penelope Mortimer, Margaret Drabble, and Fay Weldon",Brigitte Salzmann-Brunner,0.00,0,0,245,1988,,
105022,The Seven Sisters,Margaret Drabble,3.36,1435,191,320,2002,/work/shelves/1876263,
105024,The Witch of Exmoor,Margaret Drabble,3.42,594,76,264,1996,/work/shelves/1203503,
105032,Understanding Sufism,Aftab Shahryar,4.00,1,1,180,2004,,
105036,"Legacy Of The Great Four Imams:Imam Abu Hanifa, Imam M Alik Ibn Anas, Imam Ash Shahfei', Imam Ahmad Ibn Hanbal",Aftab Shahryar,3.33,3,1,138,2003,,
105033,The Pillars Of Islam & Iman,Aftab Shahryar,0.00,0,0,184,2004,,
105034,The Gateway To Dreams Is Closed,Shahryar,0.00,0,0,120,1990,,
105035,Dajjal: The Final Deception And Signs of Qayamah,Aftab Shahryar,3.00,1,0,136,2003,,
105037,Dhund Kī Raushnī: Muntak̲h̲ab Kalām,Shahryar,0.00,0,0,362,2003,,
105038,Khvāba Kā Dara Banda Hai,Shahryar,0.00,0,0,131,1996,,
105040,The Radiant Way,Margaret Drabble,3.76,1028,87,396,1987,/work/shelves/1281457,The Radiant Way trilogy
105039,The Novels of Margaret Drabble,Ellen Cronan Rose,5.00,1,0,141,1980,,
105042,"Margaret Drabble's Female Bildungsromane: Theory, Genre, and Gender",Ian Wojcik-Andrews,3.00,1,0,224,1995,,
105041,"Fairy Tales and the Fiction of Iris Murdoch, Margaret Drabble, and A. S. Byatt",Lisa M. Fiander,4.75,4,0,192,2004,,
105043,Margaret Drabble,Lynn Veach Sadler,0.00,0,0,152,1986,,
105045,"Guilt And Glory: Studies In Margaret Drabble's Novels, 1963 80",Susanna Roxman,5.00,2,0,227,1984,,
105046,Margaret Drabble In Tokyo,Margaret Drabble,4.50,2,0,122,1991,,
105044,Margaret Drabble: Existing with Structures,"Molly Hurley Moran, Molly Hurley Moran",0.00,0,0,144,1983,,
105047,Margaret Drabble,Glenda Leeming,4.00,1,1,128,2005,,
105048,Margaret Drabble: A Reader's Guide,Valerie Grosvenor Myer,2.00,1,0,174,1974,,
105049,"Four British Women Novelists: Anita Brookner, Margaret Drabble, Iris Murdoch, Barbara Pym: An Annotated and Critical Secondary Bibliography",George Soule,3.75,4,0,544,1998,,
105050,The Novels of Margaret Drabble: This Freudian Family Nexus,Nicole Suzanne Bokat,0.00,0,0,274,1998,,
105051,Margaret Drabble : An Annotated Bibliography,Joan Garrett Packer,0.00,0,0,189,1988,,
11409056,The Key: A Short Prelude to Ladybird Ladybird,Abra Ebner,4.50,22,4,,1976,,
105053,"Boulder Pushers: Women In The Fiction Of Margaret Drabble, Doris Lessing, And Iris Murdoch",Carol Seiler-Franklin,3.00,1,0,249,1980,,
105052,Margaret Drabble,Joanne V. Creighton,3.00,2,0,96,1985,,
105061,"Picture Writing of the American Indians, Vol. 2","Garrick Mallery, Patrick Mallery",3.67,6,2,416,1972,/work/shelves/101284,
105058,Stage to Screen: Theatrical Origins of Early Film: David Garrick to D.W. Griffith,A. Nicholas Vardac,0.00,0,0,283,1987,,
105059,Theatre in the Age of Garrick (Drama and Theatre Studies),Cecil Price,0.00,0,0,212,1973,,
105057,Essentials of Cultural Anthropology (with Infotrac) [With Infotrac],"Garrick Alan Bailey, James Peoples",3.79,24,2,261,2001,/work/shelves/101280,
105055,Humanity: An Introduction to Cultural Anthropology (with Infotrac),"James Peoples, Garrick Alan Bailey",3.69,89,4,464,1991,/work/shelves/13584553,
105054,Rory & Ita,Roddy Doyle,3.45,353,26,338,2002,/work/shelves/1568856,
105060,Garrick,Ian McIntyre,3.75,8,1,704,1999,/work/shelves/101283,
105062,A Rasta's Pilgrimage: Ethiopian Faces and Places,Neville Garrick,4.71,7,2,128,1999,,
105063,Great Pianists Speak,"Adele Marcus, Gina Bachauer, Karl Ulrich. Schnabel, Claude Frank, Jorge Bolet, Rudolf Firku",3.67,9,0,160,1978,/work/shelves/101286,
1796643,The Garrick Year,Margaret Drabble,3.72,489,44,,1964,/work/shelves/2518722,
105066,Realms of Gold: Letters and Poems of John Keats,"John Keats, Samuel West, Matthew Marsh",4.13,32,4,0,1816,/work/shelves/26940831,
105068,The Realms of Gold,Margaret Drabble,3.95,466,39,384,1975,/work/shelves/1843678,
105067,Realms of Gold: The Classics in Christian Perspective,Leland Ryken,4.14,66,8,240,1991,/work/shelves/101290,
105064,The Garrick Year,Margaret Drabble,3.72,489,44,0,1964,/work/shelves/2518722,
105074,Jerusalem the Golden,Margaret Drabble,3.86,590,49,,1967,/work/shelves/2518725,
105072,"Realms of Gold : The Colorful Writers of San Francisco, 1850-1950 (California Literary Heritage) (California Literary Heritage)",George Rathmell,5.00,1,1,290,1998,,
105073,"""Realms Of Gold"": A Catalogue Of Maps In The Library Of The American Philosophical Society",Murphy D. Smith,0.00,0,0,599,1991,,
105075,Jerusalem The Golden,Margaret Drabble,3.86,590,49,253,1967,/work/shelves/2518725,
105071,Realms of Gold: Myths & Legends from Around the World,"Ann Pilling, Kady MacDonald Denton",4.00,3,1,91,1993,/work/shelves/101292,
105077,"Cabinet of Natural Curiosities: The Complete Plates in Colour, 1734-1763",Albertus Seba,4.32,1845,51,543,2001,/work/shelves/884191,
105069,Lost Realms of Gold: South American Myth,"Time-Life Books, Tony Allan",3.83,24,0,143,1998,/work/shelves/101291,Myth and Mankind
105070,The Realms Of Gold,Margaret Drabble,3.95,466,39,,1975,/work/shelves/1843678,
105079,American Curiosity: Cultures of Natural History in the Colonial British Atlantic World,Susan Scott Parrish,3.74,31,3,344,2006,/work/shelves/101297,
105078,Albertus Seba's Cabinet of Natural Curiosities (Complete Coloured Reprint 1734-1765),Albertus Seba,4.32,1845,51,636,2001,/work/shelves/884191,
105076,Jerusalem The Golden: A Novel,Margaret Drabble,3.86,590,49,206,1967,/work/shelves/2518725,
105081,A Natural Curiosity: Taffy's Search For Self,Katherine Peebles,3.00,1,0,45,1988,,
105080,A Natural Curiosity,Margaret Drabble,3.66,341,32,320,1989,/work/shelves/1281205,The Radiant Way trilogy
105082,Sarah Stone: Natural Curiosities from the New Worlds,"Christine E. Jackson, Sarah Stone",4.00,1,0,159,1998,,
105083,Curiosities of Natural History (Michigan Historical Reprint Series),Francis Trevelyan Buckland,4.43,7,1,436,1975,,
105085,Deferrals of Domain: Contemporary Women Novelists and the State,"Martine Watson Brownley, Brownley Marine, Brownley Marine Watson",0.00,0,0,304,2000,,
105090,Leyendo A Bernardo Atxaga,Mari José Olaziregi,5.00,1,0,253,2002,,
105091,Bernardo Atxaga: Basque Literature from the End of the Franco Era to the Present,"Jon Kortazar, Bernardo Atxaga",5.00,1,0,104,2007,,
105084,The Gates of Ivory,Margaret Drabble,3.82,353,33,480,1991,/work/shelves/2965479,The Radiant Way trilogy
105093,Memorias de una vaca,Bernardo Atxaga,3.51,600,47,176,1991,/work/shelves/101311,
105086,Mountolive,Lawrence Durrell,4.21,2555,211,376,1958,/work/shelves/1849754,Alexandria Quartet
105089,El juego de los abalorios,Hermann Hesse,4.12,32020,1528,590,1943,/work/shelves/2959456,
105092,The Lone Man,"Bernardo Atxaga, Margaret Jull Costa",3.68,280,17,325,1993,/work/shelves/1047280,
105097,Ten Little Niggers,Agatha Christie,4.26,840774,34435,252,1939,/work/shelves/3038872,
105099,Effective Java : Programming Language Guide,"Joshua Bloch, Guy L. Steele Jr.",4.50,6721,358,272,2001,/work/shelves/101316,
105098,Agatha Christie Crime Collection: The Mysterious Affair at Styles / Ten Little Niggers / Dumb Witness,Agatha Christie,4.18,215,8,512,1970,/work/shelves/101315,
105100,Effective Enterprise Java,"Ted Neward, Dion Almaer",3.42,24,2,496,2004,/work/shelves/101317,Effective Software Development
105095,El hombre solo,Bernardo Atxaga,3.68,280,17,381,1993,/work/shelves/1047280,
105094,Esos cielos,Bernardo Atxaga,3.37,257,14,142,1995,/work/shelves/101312,
105096,Fenster Zum Himmel,Bernardo Atxaga,3.37,257,14,156,1995,/work/shelves/101312,
105101,Java in Practice: Design Styles & Idioms for Effective Java,"Nigel Warren, Phil Bishop",3.50,6,0,209,1998,,
105102,Creating Effective JavaHelp,"Kevin    Lewis, Mike Loukides, John Posner",5.00,1,0,192,2000,,
105105,Effective Java Programming Language Guide with Java Class Libraries Posters,Joshua Bloch,4.50,6721,358,,2001,/work/shelves/101316,
105103,On to Java,"Patrick Henry Winston, Sundar Narasimhan",3.56,18,1,464,1996,/work/shelves/101320,
105108,Effective Tcp/IP Programming: 44 Tips to Improve Your Network Programs: 44 Tips to Improve Your Network Programs,Jon C. Snader,3.89,18,2,320,2000,/work/shelves/101325,
105106,The Effective Pastor: A Practical Guide to Ministry,Robert C. Anderson,3.48,31,3,378,1985,/work/shelves/1811738,
105107,Strategies for Effective Teaching,"Allan C. Ornstein, Thomas J. Lasley II",3.98,41,7,598,1990,,
105110,Overcoming Your Alcohol or Drug Problem: Effective Recovery Strategies Therapist Guide,"Dennis C. Daley, G. Alan Marlatt",3.67,9,0,240,2006,/work/shelves/101327,
105111,Chelation Therapy: An Effective Method for Maintaining Cardiovascular Health,"C.M. Hawken, Woodland Publishing",3.00,1,0,30,1997,,
105109,"Vitamin C: Building Flexibility and Fighting Infection--Safe and Effective Self-Care for Preventing Colds, Cancer, and Stress",Stephanie Pedersen,4.00,3,0,64,2000,,Natural Care Library
105114,Business Communciations With Urban Cdrom 6th Edition Plus Myers Briggs Type Indicator,Scot Ober,0.00,0,0,,1998,,
105112,The Principal: Creative Leadership for Effective Schools,"Gerald C. Ubben, Cynthia J. Norris",3.70,46,1,406,1991,,
105115,101 Dumb Dog Deaths,Scott Myers,5.00,2,0,112,2001,,
105113,Overcoming Your Alcohol or Drug Problem: Effective Recovery Strategies Workbook,"Dennis C. Daley, G. Alan Marlatt",3.50,8,0,177,2006,,
105116,Countering Sexual Harassment: A Handbook for Self Defense,"M. Scott Myers, Jennifer Howard",0.00,0,0,142,1995,,
105117,Every Employee a Manager,"M. Scott Myers, M. Scott Scott Myers",0.00,0,0,354,1991,,
105118,Managing with Unions,M. Scott Myers,0.00,0,0,168,1978,,
105119,Rhymes of the Ancient Manager: Leadership in the New Age: 25 Lessons Learned,M. Scott Myers,0.00,0,0,192,1994,,
105120,The Team Trainer: Winning Tools and Tactics for Successful Workouts,"William I. Gorden, Erica L. Nagel, Scott A. Myers, Carole A. Barbato, Scott Myers, Carole Barbato",0.00,0,0,250,1995,,
105121,Introduction to Law,Scott Myers,0.00,0,0,350,2006,,
105123,More Effective C++,Scott Meyers,4.33,1010,33,336,1995,/work/shelves/2098008,Effective C++
105122,Effective C++ CD-ROM,Scott Meyers,4.40,3104,126,0,1991,/work/shelves/1107262,Effective C++
105124,Effective STL: 50 Specific Ways to Improve Your Use of the Standard Template Library,Scott Meyers,4.22,581,27,288,2001,/work/shelves/101341,Effective C++
105128,100 Jobs in Words,Scott Meyer,3.00,4,3,211,1996,,
105127,Deadhead Forever,"Scott Meyer, Molly Jay, Haze",3.88,26,5,160,2001,/work/shelves/101344,
105129,Totally Roses (Totally Flowers),Scott Meyer,0.00,0,0,95,1996,,
105125,Effective C++: 55 Specific Ways to Improve Your Programs and Designs,Scott Meyers,4.40,3104,126,297,1991,/work/shelves/1107262,Effective C++
105126,Deadhead Forever,Scott Meyer,3.88,26,5,96,2001,/work/shelves/101344,
105130,The Downloader's Companion for Windows 95,"Scott Meyers, Catherine Pinch, Chris Sells",0.00,0,0,185,1994,,
108986,Introduction to Algorithms,"Thomas H. Cormen, Charles E. Leiserson, Ronald L. Rivest, Clifford Stein",4.33,7841,194,1180,1989,/work/shelves/931060,
108986,Introduction to Algorithms,"Thomas H. Cormen, Charles E. Leiserson, Ronald L. Rivest, Clifford Stein",4.33,7841,194,1180,1989,/work/shelves/931060,
105136,Introduction to Algorithms: A Creative Approach,Udi Manber,4.31,122,6,478,1989,/work/shelves/101351,
