BookID,Title,Author,Rating,Number of raters,Number of reviewers,Pages,PublishDate,Book format,Language,GenreLink,Series
508520,Spitting Images,Ellen Warren,0.00,0,0,188,2002,Paperback,English,,
508514,Leon and the Spitting Image,"Allen Kurzweil, Mark Linn-Baker",3.89,799,103,5,September 1st 2003,Audio CD,English,/work/shelves/496540,
508515,Spitting Image,Shutta Crum,3.79,75,15,224,2003,Hardcover,English,/work/shelves/496538,
508521,Spitting Image,Jonathan Widran,0.00,0,0,,December 26th 2011,Paperback,English,,
508517,Leon and the Spitting Image,"Allen Kurzweil, Bret Bertholf",3.89,799,103,320,September 1st 2003,Paperback,English,/work/shelves/496540,
508525,Calligraphy and Illumination: Learn the Art of Beautiful Writing,Cari Ferraro,3.57,7,1,32,February 1st 2007,Paperback,English,,
508522,"Spitting Image (Silhouette Special, No 474)",Kayla Daniels,3.40,5,1,0,January 1st 1988,Paperback,,,
508523,Suiseki: The Asian Art of Beautiful Stones,Willi Benz,4.00,3,0,192,October 2000,Paperback,English,,
508524,"Art Projects from Around the World: Grades 1-3: Years 1, 2, 3","Linda   Evans, Mary Thompson, Karen Backus",3.80,5,0,64,June 1st 2006,Paperback,English,,
508518,The Spitting Image Treasure Island,"Robert Louis Stevenson, Peter Fluck, Roger Law, John Lawrence-Jones",3.83,414648,12161,160,1879,Paperback,English,/work/shelves/3077988,
508527,Calligraphy: The Art of Beautiful Writing,Katherine Jeffares,3.00,3,0,73,October 1978,Paperback,English,,
508526,House Beautiful Art: Decorating with Art at Home,Judith Gura,3.17,6,1,176,2004,Hardcover,English,,
508529,Clearly Beautiful Glass Painting,Arlene Swiatek Gillen,4.00,1,0,,April 1st 2006,Paperback,English,,
508533,On Course with Mike Weir: Insights and Instruction from a Leon Course with Mike Weir: Insights and Instruction from a Left-Hander on the PGA Tour FT-Hander on the PGA Tour,Mike Weir,0.00,0,0,177,May 1st 2003,Paperback,English,,
508534,The World's Greatest Left-handers,James Tertius de Kay,3.46,24,4,128,July 25th 1985,Paperback,,/work/shelves/1382754,
508538,The Left-Handers' Handbook,James Bliss,3.60,5,1,160,January 1st 1980,Unknown Binding,English,,
508532,The Left-Hander's Guide to Life: A Witty and Informative Tour of the World According to Southpaws,"Leigh W. Rutledge, Richard Donley",3.95,22,2,128,August 1st 1992,Paperback,English,/work/shelves/496555,
508536,Lefthanders Handbook: The Guide for Parents and Teachers to Help Left-Han,Diane Paul,3.50,2,0,120,1998,Paperback,,,
508531,"The Left-Hander's Handbook: Four Books in One: The Left-Handed Book, the Natural Superiority of the Left-Hander, the World's Greatest Left-Handers, Left-Handed Kids",James Tertius de Kay,3.79,152,24,408,January 1st 1994,Hardcover,English,/work/shelves/496554,
508535,Natural Superiority of the Left Hander,James T.De Kay,4.00,2,0,72,February 23rd 1987,Paperback,,,
508539,The New York times book of needlepoint for left-handers,Elaine Slater,4.50,2,1,247,January 1st 1974,Hardcover,English,,
508541,Holding the Center: America's Nonprofit Sector at Crossroads,Foundation Center,0.00,0,0,80,1997,Paperback,English,,
508540,America's Nonprofit Sector: A Primer,Lester M. Salamon,3.50,16,1,203,1992,Paperback,English,,
508542,The Third America: The Emergence of the Nonprofit Sector in the United States,Michael O'Neill,5.00,1,0,215,1989,Hardcover,English,,
508537,The Left-Hander Syndrome: The Causes and Consequences of Left-Handedness,Stanley Coren,3.62,110,22,336,June 26th 1990,Paperback,English,/work/shelves/1283683,
508544,Distinctive Qualities Of Third Sector Organizations,James E. Ruckle,0.00,0,0,,December 1st 1992,Hardcover,English,,
508543,Philanthropy and the Nonprofit Sector in a Changing America,Charles T. Clotfelter,2.67,3,0,576,March 1st 1999,Paperback,English,,
508545,"Calligraphy, the Art of Beautiful Writing",Elizabeth Lucas,0.00,0,0,143,January 1st 1984,Unknown Binding,English,,
508546,Beautiful Baby (Leisure Arts #3325),"Spinrite, Leisure Arts Inc.",5.00,1,0,60,June 1st 2002,Unknown Binding,English,,
508548,Advanced Calligraphy: The Art of Beautiful Writing,Katherine Jeffares,4.00,2,0,81,June 1979,Paperback,English,/work/shelves/496571,
508547,Creative Calligraphy: The Art of Beautiful Writing,Malcolm Couch,4.17,6,0,128,November 28th 1998,Hardcover,English,,
508552,"World & Life As Viewed From The Biblical Theme Of Creation,Fall And Redemption",Robert Russell Drake,3.50,2,0,,2004,Paperback,,,
508551,Reading Cavell's the World Viewed: A Philosophical Perspective on Film,"William Rothman, Marian Keane",4.25,4,0,294,November 1st 2000,Paperback,English,,Contemporary Approaches to Film and Media Series
508550,A Sister is Forever: A Blue Mountain Arts Collection for One of the Most Beautiful People You'll Ever Know,Gary Morris,3.80,5,0,64,2002,Hardcover,English,/work/shelves/257800,
508553,Mapping Time And Space: How Medieval Mapmakers Viewed Their World,Evelyn Edson,3.75,8,0,210,February 1st 1998,Hardcover,English,/work/shelves/496576,
508554,Islamic Iran: Revolution and Counter-Revolution,Asaf Hussain,0.00,0,0,,June 1st 1985,Hardcover,English,,
508555,Revolution and Counter-Revolution in Iran,Phil  Marshall,4.30,10,1,128,January 1st 1988,Unknown Binding,English,,
508556,Thunder Creek,Jill Gregory,3.94,233,11,356,December 31st 2002,Paperback,English,/work/shelves/496579,Thunder Creek
2509876,Art and Its Objects: With Six Supplementary Essays,Richard Wollheim,3.64,44,5,288,1970,Paperback,English,/work/shelves/2517247,Cambridge Philosophy Classics
508561,The Anxious Object: Art Today And Its Audience,Harold Rosenberg,3.81,26,1,,February 1st 1969,,,/work/shelves/984077,
508557,A Contribution to the Critique of Political Economy,Karl Marx,4.03,242,17,264,1859,Hardcover,English,/work/shelves/57866806,
508562,Art and Its Objects,Richard Wollheim,3.64,44,5,288,1970,Paperback,English,/work/shelves/2517247,Cambridge Philosophy Classics
508563,Blood Red: A Vampire's Love Story,J.C. Brinson-Untiet,3.50,2,0,216,April 26th 2004,Paperback,English,,
508566,His Eternal Kiss: More Tales of Vampire Love,"Jeanne Savery, Jeanne Savery",3.27,22,0,263,August 1st 2002,Paperback,English,/work/shelves/496589,
508559,Pre-Capitalist Economic Formations,"Karl Marx, Eric J. Hobsbawm, Jack Cohen",3.92,121,8,153,1965,Paperback,English,/work/shelves/496582,Cuadernos de Pasado y Presente
508568,A Hedonist in the Cellar: Adventures in Wine (Vintage),Jay McInerney,3.61,491,67,272,July 14th 2005,Paperback,English,/work/shelves/496591,
508567,Vampire Loves,Joann Sfar,3.78,1121,139,187,September 1st 2002,Paperback,English,/work/shelves/496590,Grand Vampire
508564,Blood Curse,Janice Harrell,3.55,152,15,223,October 1st 1995,Paperback,English,/work/shelves/496587,Vampire's Love
508570,Miss Zukas and the Island Murders,Jo Dereske,3.78,499,33,212,April 1st 1995,Paperback,English,/work/shelves/496593,Miss Zukas
508565,Vampire in Love: Vampire in Love,Angela Sommer-Bodenburg,4.02,774,23,144,1985,Paperback,English,/work/shelves/496588,Der kleine Vampir
508569,A Hedonist In The Cellar: Adventures In Wine,Jay McInerney,3.61,491,67,,July 14th 2005,Hardcover,English,/work/shelves/496591,
508571,Miss Zukas and the Raven's Dance,Jo Dereske,3.85,391,31,256,1996,Paperback,English,/work/shelves/496594,Miss Zukas
508573,Final Notice,Jo Dereske,3.97,340,17,240,November 1st 1998,Paperback,English,/work/shelves/496596,Miss Zukas
508578,Performing the Unnameable,"Richard James Allen, Karen Pearlman",5.00,1,0,190,March 30th 1999,Paperback,English,,
508574,Miss Zukas in Death's Shadow,Jo Dereske,3.93,295,15,224,December 1st 1999,Paperback,English,/work/shelves/496597,Miss Zukas
508572,Miss Zukas and the Library Murders,Jo Dereske,3.74,1384,131,218,March 1st 1994,Paperback,English,/work/shelves/496595,Miss Zukas
508579,"Phonological Awareness, First Edition: From Research to Practice",Gail T. Gillon,4.43,7,0,270,November 14th 2003,Paperback,English,,Challenges in Language and Literacy
508576,Miss Zukas and the Stroke of Death,Jo Dereske,3.88,434,31,272,1995,Paperback,English,/work/shelves/496599,Miss Zukas
508577,Miss Zukas Shelves the Evidence,Jo Dereske,3.96,352,23,256,2001,Paperback,English,/work/shelves/496600,Miss Zukas
508575,Out of Circulation,Jo Dereske,3.90,375,28,212,September 1st 1997,Paperback,English,/work/shelves/496598,Miss Zukas
508580,Naming the Unnameable,Jennifer Taylor,0.00,0,0,112,July 12th 2000,Spiral-bound,,,
508581,Phonological Awareness Assessment and Instruction: A Sound Beginning,Holly B. Lane,5.00,1,0,176,October 19th 2003,Paperback,English,,
508582,Naming the Unnameable: Ray Bradbury and the Fantastic After Freud,William F. Touponce,5.00,2,0,,March 1999,Hardcover,,,
508583,E. A. T.: Eating Awareness Training,Molly Groger,4.53,17,6,160,June 1983,Paperback,English,/work/shelves/496606,
508584,Tully the Tree Kangaroo,Georgeanne Irvine,0.00,0,0,16,January 1st 1983,Paperback,English,,
508585,Strange Multiplicity: Constitutionalism in an Age of Diversity,James H. Tully,3.76,29,3,272,September 7th 1995,Paperback,English,/work/shelves/496608,The Seeley Lectures
508587,Cooperstown: Hall Of Fame Players,"David Nemec, Dan Schlossberg",2.67,3,1,303,June 30th 2005,Hardcover,,,
508586,Presence-Awareness: Just This and Nothing Else,"""Sailor"" Bob Adamson, John Wheeler",4.30,23,0,148,September 1st 2004,Paperback,English,/work/shelves/496609,
1082331,Insurgent Mexico,John   Reed,3.98,518,46,292,1914,Paperback,English,/work/shelves/2980749,
508588,Vocal Awareness,Arthur Samuel Joseph,2.83,6,1,42,March 1997,Audio Cassette,English,/work/shelves/407796,
508594,Insurgent Governor: Abraham Gonzalez and the Mexican Revolution in Chihuahua,William H. Beezley,3.00,1,0,195,May 1st 1973,Hardcover,English,,
508589,"Kundalini Yoga for the West: A Foundation for Character Building, Courage, and Awareness",Swami Sivananda Radha,3.96,80,8,368,1978,Paperback,English,/work/shelves/635769,
508595,E-mail Addresses of the Rich & Famous,Seth Godin,5.00,1,0,130,January 1st 1994,Paperback,English,,
508598,How to Manage Residential Property for Maximum Cash Flow and Resale Value,John T. Reed,4.00,11,1,298,October 1st 1998,Paperback,English,/work/shelves/496621,
508590,México Insurgente (Intemporales),John   Reed,3.98,518,46,355,1914,Paperback,Spanish,/work/shelves/2980749,
508597,Million Dollar Words,Seth Godin,3.25,4,0,256,March 1993,Hardcover,English,/work/shelves/496620,
508601,Business Rules of Thumb,"Seth Godin, Chip Conley",3.57,7,0,165,1987,Paperback,English,,
508599,Pancho Villa and John Reed: Two Faces of Romantic Revolution,Jim Tuck,3.00,4,1,252,1984,Hardcover,English,/work/shelves/496622,
508596,Survival Is Not Enough,Seth Godin,3.89,279,19,,January 1st 2002,,,/work/shelves/1448358,
508592,Insurgent Mexico,John   Reed,3.98,518,46,,1914,Hardcover,English,/work/shelves/2980749,
508600,Best of the Net,Seth Godin,5.00,1,0,512,1995,Paperback,English,,
508603,If You're Clueless about Mutual Funds,Seth Godin,4.50,2,0,201,1997,Paperback,English,,
508604,Biz Dev 3.0: Changing Business As We Know It,"Brad Keywell, Seth Godin",3.83,6,1,250,June 1st 2001,Hardcover,English,,
508602,"The Bohemians, John Reed & His Friends Who Shook the World",Alan Cheuse,3.25,4,1,358,February 1982,Hardcover,English,,
508605,If You're Clueless About Getting a Great Job and Want to Know More (If You're Clueless),"Seth Godin, Beth Burns",4.00,2,0,212,April 1998,Paperback,,,
508607,Permission Marketing: Turning Strangers Into Friends and Friends Into Customers,Seth Godin,3.93,13349,350,2,August 1st 1999,Audio CD,English,/work/shelves/962740,
685401,Permission Marketing: Turning Strangers Into Friends And Friends Into Customers,Seth Godin,3.93,13350,350,256,May 6th 1999,Hardcover,,/work/shelves/962740,
508608,New Moon: Friendship (New Moon),New Moon Publishing,4.00,2,1,96,1999,Paperback,English,,
508606,Guerrilla Marketing for Home-Based Businesses,"Jay Conrad Levinson, Seth Godin",3.57,123,24,0,December 12th 1991,Audiobook,English,/work/shelves/7351829,
508610,Show Me Language Books: Spanish,Seth Godin,5.00,1,0,1,1991,Paperback,English,,
508611,The 1996 Information Please Business Almanac & Sourcebook,Seth Godin,5.00,1,0,600,1993,Paperback,,,
508612,Point and Click Internet with Disk,Seth Godin,5.00,1,0,112,1994,Paperback,English,,
508613,Show Me Language Books: Russian,Michael Cader,0.00,0,0,1,1991,Paperback,English,,
508614,Si Estas Despistado Acerca de Como Iniciar Tu Propio Negocio,Seth Godin,3.88,24,0,214,October 1st 1997,Unknown Binding,Spanish,/work/shelves/155238,
508615,The Traveler's Yellow Pages,Seth Godin,5.00,1,0,278,1996,Paperback,English,,
508616,The America Online Insider's Guide to Finding Information Online,Seth Godin,5.00,1,0,0,November 28th 1997,Paperback,,,
508617,The Executive's Yellow Pages,Seth Godin,5.00,1,0,192,1995,Paperback,English,,
508618,Show Me Language Books: French,Michael Cader,0.00,0,0,1,1991,Paperback,English,,
508619,The Fat-Calorie-Sodium Counter,Seth Godin,3.40,5,1,,July 19th 2000,Paperback,English,,
508620,"Internet For Windows¨ For Dummies¨ Starter Kitú Bestseller Edition, The (boxed)",John R. Levine,4.00,4,0,448,January 6th 1995,Paperback,,,
508622,Point and Click Jobfinder: How to Get a Great Job Online,Seth Godin,3.50,2,0,122,1996,Paperback,English,,
508623,Si estás despistado acerca de ventas y quieres saber más,Seth Godin,3.60,5,0,214,December 1998,Unknown Binding,Spanish,/work/shelves/460688,
508624,Online Auctions for Yahoos Making Money and Having Fun on Yahoo! Auctions,Seth Godin,4.50,2,0,127,January 1st 1999,Paperback,,,
508627,The Oranur Conspiracy: A Biographical Thriller Based on the Life of Wilhelm Reich,J.P. Befumo,5.00,3,0,334,November 13th 2000,Paperback,English,,
508626,Wilhelm Reich: Psychoanalyst and Radical Naturalist,Robert S. Corrington,3.15,13,3,320,2003,Hardcover,English,/work/shelves/496649,
508621,Les Secrets Du Marketing Viral,Seth Godin,3.98,5316,111,,2000,,,/work/shelves/2888622,
508629,"Ether, God and devil : cosmic superimposition",Wilhelm Reich,3.88,72,2,308,1949,Hardcover,English,/work/shelves/496652,
508625,The 1994 Information Please Business Almanac & Desk Reference,Seth Godin,5.00,1,0,832,1993,Hardcover,,,
508630,Selected Writings: An Introduction to Orgonomy,Wilhelm Reich,4.26,19,3,576,January 1st 1963,Paperback,English,/work/shelves/496653,
508628,Wilhelm Reich and Orgonomy: The Brilliant Psychiatrist and His Revolutionary Theory of Life Energy,Ola Raknes,3.60,20,3,151,December 30th 1971,eBook Kindle,,/work/shelves/496651,
508631,"Orgone, Reich and Eros: Wilhelm Reich's Theory of Life Energy",William Edward Mann,4.09,11,1,382,June 29th 1973,Hardcover,English,,
508633,Why Do Ruling Classes Fear History?: And Other Questions,Harvey J. Kaye,3.40,10,0,270,January 1st 1996,Hardcover,English,/work/shelves/496656,
508635,Successful Web Portals in Retail Banking,Daniel Singer,4.00,1,0,160,2001,Paperback,English,,
508634,Prelude to Revolution: France in May 1968,Daniel Singer,4.26,53,9,504,1970,Paperback,English,/work/shelves/496657,
508636,Syndication & Securitization Risk Management,Daniel Singer,0.00,0,0,303,1999,Paperback,,,
508638,Ching Soao,"Yann, Didier Conrad",4.00,4,0,,January 1st 1995,Board book,French,/work/shelves/496661,Les Innomables
508639,Alix-Noni-Tengu,"Yann, Didier Conrad, Béatrice Constant",4.33,3,0,,2002,Board book,,/work/shelves/496662,Les Innomables
508637,Dont Sweat the Small Stuff and Its All Small Stuff,Richard Carlson,3.98,84387,2034,0,December 16th 1997,Audiobook,English,/work/shelves/164688,
508642,Cloaques,"Didier Conrad, Yann",3.80,5,0,,November 16th 2002,Board book,French,/work/shelves/496665,Les Innomables
508641,Le Crâne du père Zé,"Yann, Didier Conrad, Béatrice Constant",3.56,9,0,48,August 1st 2001,Board book,French,,Les Innomables
508643,Au Lotus pourpre,"Yann, Didier Conrad, Béatrice Constant",4.25,4,0,,2002,Board book,French,/work/shelves/496666,Les Innomables
508640,Shukumeï,"Didier Conrad, Yann",3.80,15,2,,January 1st 1987,Board book,French,/work/shelves/496663,Les Innomables
508645,Pas-de-mâchoire,"Yann, Didier Conrad",4.33,3,0,64,2002,Board book,French,,Les Innomables
508644,A l'est de Roswell,"Yann, Didier Conrad, Béatrice Constant",3.60,5,0,,June 1st 2002,Board book,French,,Les Innomables
508646,Poupée de bronze,"Yann, Didier Conrad",4.50,2,0,64,2002,Board book,French,/work/shelves/496669,Les Innomables
508647,Jurisprudence: Classical and Contemporary: From Natural Law to Postmodernism (American Casebook Series and Other Coursebooks),"Robert L. Hayman Jr., Nancy Levit, Richard Delgado",4.10,10,0,950,May 2002,Hardcover,,,
508648,They Don't Teach Corporate in College: A Twenty-Something's Guide to the Business World,Alexandra Levit,3.58,258,33,256,September 2004,Paperback,English,/work/shelves/496671,
508651,Idiosyncratic Thinking Workshop,Richard P. Feynman,0.00,0,0,,1985,Audio Cassette,,,
508652,Curriculum,Martin Levit,0.00,0,0,396,January 1st 1972,Hardcover,English,,
508650,Feminist Legal Theory: A Primer,"Nancy Levit, Martha Minow",4.40,25,3,235,April 1st 2006,Paperback,English,/work/shelves/3325732,
508653,The Wandering Knight,"Barbara Schiller, Herschel Levit",5.00,2,0,54,August 1971,Hardcover,English,,
508654,Quality is Just the Beginning: Managing for Total Responsiveness,Steve Levit,0.00,0,0,206,January 1st 1994,Hardcover,English,,
508655,"Understanding Learning: The How, the Why, the What",Ruby K. Payne,3.69,55,8,,November 22nd 2001,Paperback,English,/work/shelves/496678,
508658,Crossing the Tracks for Love: What to Do When You and Your Partner Grew Up in Different Worlds,Ruby K. Payne,3.82,68,10,200,February 1st 2005,Paperback,English,/work/shelves/496681,
508660,Birth of Our Power,Victor Serge,4.09,102,10,288,1931,Paperback,English,/work/shelves/496683,
508656,Hidden Rules of Class at Work,Ruby K. Payne,3.88,64,8,185,January 1st 2002,Hardcover,English,/work/shelves/496679,
508657,Discipline Strategies for the Classroom; Working with Students,Ruby K. Payne,3.76,70,5,142,May 10th 2005,Paperback,,/work/shelves/496680,
508659,Working with Parents Building Relationships for Student Success,Ruby K. Payne,3.63,56,10,,November 1st 2005,Paperback,English,/work/shelves/496682,
508665,"Beauty, Horror and Immensity",Peter Bicknell,0.00,0,0,,August 20th 1981,Paperback,English,,
508663,Prodigal Son,"Dean Koontz, Kevin J. Anderson, John Bedford Lloyd",4.02,33777,1669,6,January 25th 2005,Audio CD,English,/work/shelves/4809336,Dean Koontz's Frankenstein
508661,Frankenstein,"Mary Wollstonecraft Shelley, Jim Weiss",3.82,1208069,35663,11,1818,Audio CD,English,/work/shelves/4836639,
508670,Mushrooms: Psychedelic Fungi,Peter E. Furst,3.07,14,0,127,January 1st 1990,Hardcover,English,,
508666,The Museum of Horrors,"Dennis Etchison, Joyce Carol Oates, Conrad Williams, Th. Metzger, Susan Fry, Charles L. Grant, Peter Straub, William F. Nolan",3.68,272,22,369,2001,Mass Market Paperback,English,/work/shelves/776740,
508667,Killing Floor,Ai,4.31,96,12,49,1979,Hardcover,English,/work/shelves/496689,
508671,Interpreting Your Psa and Related Prostate Cancer Blood Tests,"Michael J. Dattoli, Jennifer Cash, Don Kaltenbach",2.00,1,0,50,March 14th 2006,Spiral-bound,,,
508664,Frankenstein,Mary Wollstonecraft Shelley,3.82,1208069,35663,0,1818,Audio CD,,/work/shelves/4836639,
508672,I Flunked My PSA! What You Need to Know About Prostate Cancer NOW!,Ernie Bodai,0.00,0,0,192,October 1st 2001,Paperback,,,
508662,Frankenstein,Mary Wollstonecraft Shelley,3.82,1208069,35663,0,1818,Audio CD,,/work/shelves/4836639,
508675,PSA 1980: PROCEEDINGS OF THE 1980 BIENNIAL MEETING OF THE PHILOSOPHY OF SCIENCE ASSOCIATION: Volume one. Contributed Papers,P.D. Asquith,0.00,0,0,370,1978,Paperback,,,
508669,Born Of The People,"Luis Taruc, Paul Robeson",4.07,30,3,286,1953,Hardcover,English,,
508674,PSA 1978: PROCEEDINGS OF THE 1978 BIENNIAL MEETING OF THE PHILOSOPHY OF SCIENCE ASSOCIATION. VOLUME ONE: CONTRIBUTED PAPERS,P.D. Asquith,0.00,0,0,313,1978,Paperback,,,
508676,"An Humble, Earnest, and Affectionate Address to the Clergy; A Collection of Letters; Letters to a Lady Inclined to Enter the Romish",William Law,4.00,2,0,270,March 12th 2001,Paperback,English,,
508673,The Letter of the Law,Tim Green,3.50,726,57,320,September 5th 2000,Paperback,English,/work/shelves/82526,Casey Jordan
508677,Corporate and Partnership Taxation Black Letter Outline,"Stephen Schwarz, Daniel J. Lathrope",3.75,16,2,567,January 1st 1991,Paperback,English,/work/shelves/1242921,
508678,International Human Rights (Black Letter Series) (Black Letter Law),Linda A. Malone,0.00,0,0,140,December 2nd 2002,Paperback,,,
508680,"Beyond the letter of the law: A Chassidic companion to the Talmud's Ethics of the fathers : 60 essays based on the teachings of the Lubavitcher Rebbe, Rabbi Menachem M. Schneerson",Yanki Tauber,4.00,6,0,368,August 17th 1995,Unknown Binding,,,
508683,"Imaginations, Don't Live There!",Jonas Clark,0.00,0,0,100,1999,Paperback,English,,
508686,Preacher,Carol Duerksen,4.25,4,3,128,November 1st 1996,Paperback,English,,
508687,Jonas Salk and the Polio Vaccine,John Bankston,0.00,0,0,48,August 10th 2001,Hardcover,English,,
508688,Jezebel: Seducing Goddess of War,Jonas Clark,4.57,23,4,207,July 1st 1998,Paperback,English,,
508682,The Letter of the Law,Carole Berry,3.38,37,2,1,1987,Paperback,English,/work/shelves/496704,Bonnie Indermill Mystery
508684,Jonas and Kovner's Health Care Delivery in the United States,"Anthony R. Kovner, Steven Jonas",3.69,133,11,534,1986,Paperback,English,/work/shelves/15643941,
508692,Deep Water Death,Glynn Marsh Alam,4.15,47,4,220,1st 2001,Paperback,English,/work/shelves/496714,Luanne Fogarty Mysteries
508691,Cold Water Corpse,Glynn Marsh Alam,3.97,39,5,254,1st 2003,Paperback,English,/work/shelves/496713,Luanne Fogarty Mysteries
508685,Reflections,Ann Jonas,3.98,138,48,32,1987,Hardcover,English,/work/shelves/496707,
508689,To Free the Cinema: Jonas Mekas and the New York Underground,David E. James,4.00,12,2,352,1992,Hardcover,English,,
508693,Hans Jonas: The Integrity of Thinking,David J. Levy,2.00,1,0,168,March 29th 2002,Hardcover,English,,
508694,Gnosticismo e pensiero moderno: Hans Jonas,Ioan Petru Culianu,4.86,7,1,153,1985,Hardcover,Italian,,
508695,"Wisconsin Bandits, Bushwhackers, Outlaws & Lawmen (& Women)! (Carole Marsh Wisconsin Books)",Carole Marsh,0.00,0,0,35,January 1st 1990,Paperback,,,
508696,"Wyoming Bandits, Bushwhackers, Outlaws & Lawmen (& Women)! (Carole Marsh Wyoming Books)",Unknown,4.00,1,0,,1990,Paperback,,,
508697,"Hawaii Bandits, Bushwhackers, Outlaws & Lawmen (& Women)! (Carole Marsh Hawaii Books)",Carole Marsh,0.00,0,0,,1990,Paperback,English,,
508700,Emmanuel Levinas: The Genealogy of Ethics,John Llewelyn,4.14,7,0,256,1995,Hardcover,English,/work/shelves/496722,
508702,Teeth,Aracelis Girmay,4.28,250,32,130,2007,Paperback,English,/work/shelves/1984555,
508701,Liturgy of the Neighbor: Emmanuel Levinas and the Religion of Responsibility,Jeffrey Bloechl,0.00,0,0,367,2000,Hardcover,English,,
508706,The Voyeur,Michael T. Luongo,3.20,5,0,286,April 1st 2007,Paperback,English,,
508707,Voyeur,Melcher Media,3.88,8,2,192,October 20th 1999,Hardcover,English,/work/shelves/496729,
508708,"Voyeur Nation: Media, Privacy, And Peering In Modern Culture",Clay Calvert,3.37,19,2,282,October 1st 2000,Paperback,English,,
508705,"Voyeur Nation: Media, Privacy And Peering In Modern Culture",Clay Calvert,3.37,19,2,288,October 1st 2000,Hardcover,English,,
508703,"Changing, Changing: Story and Collages",Aracelis Girmay,4.38,26,2,48,September 5th 2005,Hardcover,English,/work/shelves/496725,
508711,Voyeur Video Guide: A Special-Interest Video Guide for Adults,Steve Stewart,0.00,0,0,150,1997,Paperback,English,,
508710,Hollywood Voyeur,Michael Childers,0.00,0,0,128,2001,Hardcover,English,,
508709,"Voyeurs Inc., Vol. 1",Hideo Yamamoto,3.00,24,3,200,May 6th 2000,Paperback,English,/work/shelves/52601504,Voyeurs Inc.
508714,The Voyeur,Alberto Moravia,3.60,511,35,208,1978,Hardcover,English,/work/shelves/660864,
508713,The Voyeur,Alberto Moravia,3.60,511,35,186,1978,Paperback,,/work/shelves/660864,
508715,Out of the Dust,Karen Hesse,3.75,70800,4773,2,January 1st 1997,Audiobook,English,/work/shelves/808243,
508716,Lejos del Polvo,Karen Hesse,3.75,70800,4773,,January 1st 1997,Hardcover,Spanish,/work/shelves/808243,
508724,A Painter's Quest: Art as a Way of Revelation,Peter Rogers,3.38,8,1,,September 27th 1987,Paperback,English,,
508725,"The Quest For The Messiah: The History, Literature, And Theology Of The Johannine Community",John Painter,4.00,1,0,,October 1st 1993,Paperback,English,,
508726,"Quest For The Messiah: History, Literature And Theology Of The Johannine Community (Academic Paperback)",John Painter,4.00,1,0,,October 1st 1993,Paperback,English,,
508720,A Raisin In The Sun: And Related Readings,Lorraine Hansberry,3.82,70123,3264,124,1959,Hardcover,,/work/shelves/3154525,
508719,A Raisin in the Sun,Lorraine Hansberry,3.82,70123,3264,,1959,Paperback,English,/work/shelves/3154525,
1777052,The Blue Aspic,Edward Gorey,4.22,302,24,,1968,Hardcover,,/work/shelves/1775710,
508721,A Raisin in the Sun: With Connections,Lorraine Hansberry,3.82,70123,3264,102,1959,Hardcover,,/work/shelves/3154525,
508727,"Japanese Quest for a New Vision: The Impact of Visiting Chinese Painters, 1600-1900: Selections from the Hutchinson Collection at the Spencer Museum of Art",Helen Foresman Spencer Museum of Art,3.00,1,0,129,January 1st 1986,Unknown Binding,English,,
508728,In Quest of Dali,Carlton Lake,3.29,7,3,316,1990,Paperback,English,,
508730,Tiepolo's Hound,Derek Walcott,3.88,112,10,208,2000,Hardcover,English,/work/shelves/848646,
508735,Romare Bearden: The Caribbean Dimension,"Sally Price, Richard  Price",3.90,10,0,192,May 30th 2006,Hardcover,English,/work/shelves/496757,
508731,Friendship and the Gold Cadillac(rr),Mildred D. Taylor,3.84,68,6,96,1989,Paperback,English,/work/shelves/2116907,
508733,Sorcerer's Stone,L. Dean James,3.43,30,0,312,March 1st 1991,Paperback,English,/work/shelves/496755,Sorcerer's Stone
508736,Romare Bearden,Myron Schwartzman,4.70,10,1,320,1989,Hardcover,English,/work/shelves/496758,
364648,The Gold Cadillac,"Mildred D. Taylor, Michael Hays",3.87,1254,97,48,January 1st 1987,Paperback,English,/work/shelves/496754,Logans
508737,The art of Romare Bearden;: The prevalence of ritual,Romare Bearden,4.00,1,0,230,January 1st 1973,Unknown Binding,,,
508742,Romare Bearden,Frank Stewart,4.80,5,0,144,September 1st 2004,Hardcover,English,,
508738,Romare Bearden: Celebrating the Victory,Myron Schwartzman,4.20,5,0,143,September 1st 1999,Paperback,English,/work/shelves/496760,
508739,The Art of Romare Bearden,Ruth E. Fine,4.62,34,3,346,September 1st 2003,Hardcover,English,/work/shelves/496761,
508741,A Graphic Odyssey: Romare Bearden as Printmaker,Gail Gelburd,0.00,0,0,124,1992,Paperback,English,,
508744,The Betrayal of Brotherhood in the Work of John Steinbeck,Michael J. Meyer,5.00,1,0,576,June 15th 2000,Hardcover,English,,
508747,Persona Humana: Declaration on Certain Questions Regarding Sexual Ethics,"Congregation for the Doctrine of the Faith, Sacred Congr for Doctrine",4.00,5,3,32,December 29th 1975,Paperback,English,/work/shelves/496769,
508745,El Trafico Sexual de Personas (Coleccion Los Delitos),Maria Luisa Moqueda Abreu,0.00,0,0,0,December 2001,Paperback,,,
508746,Orientacion Y Consejeria Sexual Para Personas Con Discapacidad/ Orientation And Sexual Advice for Persons With Disabilities,Irene Torices Rodarte,3.00,1,0,326,April 28th 2006,Paperback,,,
