BookID,Title
49890,Avalon: The Return of King Arthur
49929,Heidi's Children
49938,The Broadview Anthology of British Literature: Volume 1: The Medieval Period
49936,"The Norton Anthology of English Literature, Vol. 1A: The Middle Ages"
49953,"The Wind in the Willows: The Open Road (The Wind in the Willows, #2)"
49959,Wind in the Willows: Mr Toad
49961,"Notes from Underground, The Double and Other Stories (B&N Classics)"
49964,Notes from the Underground & The Gambler
49978,"Nausea, The Wall and Other Stories"
49983,An Intimate History of Humanity
49991,The Barbary Coast: An Informal History of the San Francisco Underworld
49989,The Cooper's Wife Is Missing: The Trials of Bridget Cleary
49999,Edison's Eve: A Magical History of the Quest for Mechanical Life
49992,Bones of the Barbary Coast
50009,The Gospel According to Jesus
50013,Let's All Kill Constance
50015,Death Is a Lonely Business
50008,"The Gospel According to Jesus: What Does Jesus Mean When He Says ""Follow Me""?"
50027,Homeland
50030,In Search of a Homeland: The Story of the Aeneid
50021,Terrorism and Homeland Security: An Introduction
50024,I Sing the Body Electric!
50035,The Golden Apples of the Sun
50037,Passport to World Band Radio
50039,I'm with the Band: Confessions of a Groupie
50040,We Band of Angels: The Untold Story of American Nurses Trapped on Bataan by the Japanese
50047,A Land to Call Home
50045,I've Got a Home in Glory Land: A Lost Tale of the Underground Railroad
50041,Olivia Forms a Band
50051,The Last Picture Show
50053,The Contender
50056,One Fat Summer
50055,Raiders Night
50060,The Brave
50058,The Subject Steve
50063,"Hogar, dulce hogar"
50083,Death in the Dark Continent
50089,The Human Body: Its Structure and Operation
50079,Dark Continent: Europe's Twentieth Century
50090,"Yours, Isaac Asimov: A Lifetime of Letters"
50091,The Complete Robot
50097,The Long Trip: A Prehistory of Psychedelia
50127,Inside the Crosshairs: Snipers in Vietnam
50135,"Poplorica: A Popular History of the Fads, Mavericks, Inventions, and Lore That Shaped Modern America"
50139,Kerouac: A Biography
50143,Asleep
50146,Goodbye Tsugumi
50142,Hardboiled & Hard Luck
50144,Kitchen
50149,Argentine Hag
50145,N. P.
50147,Amrita
50148,Lizard
50177,The Children
50174,The Fitzgeralds and the Kennedys: An American Saga
50175,Ella Fitzgerald: The Tale of a Vocal Virtuosa
50186,Novels and Stories 1920–1922: This Side of Paradise / Flappers and Philosophers / The Beautiful and Damned / Tales of the Jazz Age
50176,In Morocco
50180,Edith Wharton
50185,The Decoration of Houses
50181,"F. Scott Fitzgerald: The Great Gatsby: Essays, Articles, Reviews"
50187,"Dear Scott, Dearest Zelda: The Love Letters of F. Scott and Zelda Fitzgerald"
50183,The Age of Innocence
50202,The Spell
50204,The Village in the Jungle
50203,A Haunted House and Other Short Stories
50207,The Green Dwarf: A Tale of the Perfect Tense
50214,Where a Nickel Costs a Dime
50215,Double Nickels on the Dime
50221,God's Debris: A Thought Experiment
50233,The Brontës:  Charlotte Brontë and Her Family
50242,Don't Look Now
50237,Castle Dor
50243,Classics of the Macabre
50244,Jamaica Inn
50247,I'll Never Be Young Again
50239,My Cousin Rachel
50245,Three Great Novels: Rebecca/The Frenchman's Creek/Jamaica Inn
50240,Rebecca / Jamaica Inn / Frenchman's Creek / My cousin Rachel.
50241,The Birds and Other Stories
50248,The King's General
50246,The House on the Strand
50255,"Lap Dancing for Mommy: Tender Stories of Disgust, Blame and Inspiration"
50251,The Parasites
50264,ReVisions
50273,Song of the Silent Snow
50268,"Childhood, Adolescence, Youth"
50274,The Room
50269,The Sebastopol Sketches
50270,Master and Man
50276,The Devil
50277,What I Believe
50278,Classic Tales and Fables for Children
50282,"Where Love Is, There God Is Also"
50284,Short Fiction
50286,Papa Panov's Special Day
50290,Leo Tolstoy's War and Peace
50323,"The Complete Far Side, 1980–1994"
50316,Collected Poems 1947-1997
50328,The Best American Short Stories 1994
50333,The Handy Science Answer Book
50340,The Perfect Manhattan
50339,The Merck Manual of Diagnosis and Therapy
50352,A Hunger for Healing: The Twelve Steps as a Classic Model for Christian Spiritual Growth
50363,Two Lives
50366,An Equal Music
50365,A Suitable Boy
50367,From Heaven Lake: Travels Through Sinkiang and Tibet
50376,Jane Austen: A Life
50377,The Jane Austen Handbook: A Sensible Yet Elegant Guide to Her World
50381,The Friendly Jane Austen: A Well-Mannered Introduction to a Lady of Sense and Sensibility
50373,The Oxford Illustrated Jane Austen: Volume VI: Minor Works
50374,Complete Novels
50378,Lesley Castle
50386,Tales of Beatnik Glory
50388,"Selected Poems, 1947–1995"
50391,Allen Ginsberg in America
50398,Northanger Abbey
50396,"Northanger Abbey, Lady Susan, The Watsons, Sanditon"
50405,"War and Peace in the Middle East: A Concise History, Revised and Updated"
50406,"Ways of War & Peace: Realism, Liberalism, & Socialism"
50411,The Book of Ten Nights and a Night: Eleven Stories
50414,Sabbatical: A Romance
50431,The Stranger in Her Bed
50430,Les Justes
50432,The Second Half of Life: Opening the Eight Gates of Wisdom
50440,Making Brothers and Sisters Best Friends: How to Fight the Good Fight at Home
50444,Some of My Best Friends Are Books: Guiding Gifted Readers from Pre-School to High School
50441,How to Be Your Dog's Best Friend: The Classic Manual for Dog Owners
50443,"Best Friends, Worst Enemies: Understanding the Social Lives of Children"
50448,Man's Best Friend
50451,The Most Beautiful Woman in Town & Other Stories
50452,Run With the Hunted: A Charles Bukowski Reader
50445,How To Be Your Own Best Friend: A Conversation With Two Psychoanalysts
50455,War All the Time
50457,Septuagenarian Stew
50456,Come On In!: New Poems
50460,The Owl & Moon Cafe
50453,Hot Water Music
50461,Charles Bukowski: Locked in the Arms of a Crazy Life
50463,Screams from the Balcony
50454,Pulp
50464,The People Look Like Flowers at Last
50466,"Burning in Water, Drowning in Flame"
50462,Charles Bukowski: Sunlight Here I Am: Interviews and Encounters 1963-1993
50470,Fuck Machine
50467,Bring Me Your Love
50465,The Captain is Out to Lunch and the Sailors Have Taken Over the Ship
50468,Bone Palace Ballet
50469,"Sifting Through the Madness for the Word, the Line, the Way"
50474,There's No Business
50473,Charles Bukowski - UK Edition
141527,The Days Run Away Like Wild Horses Over the Hills
50472,The Flash of Lightning Behind the Mountain: New Poems
50483,The Poems and Prose Poems of Charles Baudelaire
50479,Twenty Prose Poems
50486,"Baudelaire, Rimbaud, Verlaine: Selected Verse and Prose Poems"
50484,"The Roominghouse Madrigals: Early Selected Poems, 1946-1966"
50502,The Flowers of Evil & Paris Spleen
50499,Beerspit Night and Cursing
50507,The Night Torn Mad With Footsteps
50508,Bukowski in Pictures
50509,Bukowski: A Life
50513,Living on Luck
50515,Charles Bukowski: Laughing with the Gods
50516,Shakespeare Never Did This
50519,Selected Letters: 1958-1965
50536,Bluebeard's Egg
50535,In Bluebeard's Castle: Some Notes Towards the Redefinition of Culture
50541,Bluebeard
50544,"'night, Mother"
50547,Madame de Treymes and Three Novellas
50548,Hudson River Bracketed
50550,The Valley of Decision
50549,The Writing of Fiction
1009138,Does America Need a Foreign Policy?: Toward a Diplomacy for the 21st Century
50567,Crisis: The Anatomy of Two Major Foreign Policy Crises
50559,Diplomacy
50564,All the Colors We Are: Todos los colores de nuestra piel/The Story of How We Get Our Skin Color
50573,Nice Big American Baby
50568,Years of renewal
50587,"Path of the Assassin, Vol. 1: Serving in the Dark"
50589,High-Maintenance Relationships
50590,High Maintenance
50598,Little Stalker
50602,Put the Book Back on the Shelf: A Belle and Sebastian Anthology
50603,Conversation with Spinoza: A Cobweb Novel
50611,The Complete Idiot's Guide to Chess
50610,The Complete Idiot's Guide to Publishing Children's Books
50608,"Pluto, Animal Lover"
50616,The Story of My Typewriter
50614,Citizen Vince
50632,The American Dream & The Zoo Story
50623,Sable
50634,The Zoo Story & The Sandbox
50639,Living When a Loved One Has Died: Revised Edition
50638,"Get Your Loved One Sober: Alternatives to Nagging, Pleading, and Threatening"
50647,Dame Darcy's Meatcake Compilation
50646,Frightful Fairytales
50653,The Powerbook
50659,Killing Orders
50658,Bleeding Kansas
50660,Deadlock
50663,Ghost Country
50661,Windy City Blues
50664,Writing In An Age Of Silence
50669,The Feud
50662,Blood Shot
50673,The Houseguest
50667,Little Big Man
50665,Burn Marks
50672,Sneaky People
50671,Best Friends
683078,Shadow and Act
50680,The Collected Poems of Audre Lorde
50682,The Cancer Journals
50685,Warrior Poet: A Biography of Audre Lorde
50684,The Black Unicorn: Poems
50687,The Complete Tales of Washington Irving
50683,Uses of the Erotic: The Erotic as Power
50693,Guns for General Washington: A Story of the American Revolution
50686,Zami
50691,The Story Of George Washington Carver
50696,The Ghost Writer
50700,The Men's Club
50705,The Collected Stories
50698,Lucy Rose: Here's the Thing About Me
50718,This Is All I Ask
50717,A Dance Through Time
50710,I Would Have Saved Them If I Could
50716,When I Fall in Love
50715,Star of the Morning
50719,To Kiss in the Shadows
50721,Utopia Parkway: The Life and Work of Joseph Cornell
50726,Frederick the Great
50722,The More I See You
50727,Don't Tell Alfred
50720,Much Ado in the Moonlight
50730,Christmas Pudding
50723,Love Came Just in Time
50725,The Pursuit of Love & Love in a Cold Climate
50724,The Very Thought of You
50734,From This Moment On
50729,The Blessing
50736,My Heart Stood Still
50728,The Sun King : Louis XIV at Versailles
50738,A Garden in the Rain
50735,A Knight's Vow
50739,To Weave a Web of Magic
50737,If I Had You
50733,Dreams of Stardust
50746,The Rover
50748,The Last of the Red-Hot Vampires
50741,Veils of Time
50742,The Christmas Cat
50750,You Slay Me
50751,Noble Intentions
50753,Improper English
50747,Light My Fire
50752,The Trouble With Harry
50749,Fire Me Up
50762,"Wild Side Sex: The Book of Kink: Educational, Sensual, and Entertaining Essays"
50755,Hard Day's Knight
50763,Kink: An Autobiography
50754,Noble Destiny
50756,Even Vampires Get the Blues
50759,The Kinks are the Village Green Preservation Society
50775,Selected Tales and Sketches
50776,The Blithedale Romance
50782,Awakening the Heroes Within: Twelve Archetypes to Help Us Find Ourselves and Transform Our World
50781,Mona Lisa Awakening
50779,Twenty Days with Julian and Little Bunny by Papa
50786,Men in Kilts
50787,Just One Sip
50788,A Girl's Guide to Vampires
50789,"Sex, Lies and Vampires"
50783,Blow Me Down
50784,The Corset Diaries
50785,Sex and the Single Vampire
50791,Heat Wave
50798,Jude the Obscure
50799,The Princess
50800,Jude's Law
50804,Jude
50803,Velvet Angel
50807,"Mister God, This is Anna"
50806,Carolina Isle
50808,Anna's Book
50802,The Rose of the World
50801,The Invitation
50812,Anna and Mister God
50809,"Anna, Mister God, and the Black Knight"
50805,Wishes
50817,Charles Dickens: A Critical Study
50827,Dombey and Son
50824,The Complete Ghost Stories of Charles Dickens
50832,Orphans of the Sky
50831,The Green Hills of Earth
50826,A Child's History Of England
50837,The Menace from Earth
50840,Farnham's Freehold
50839,Podkayne of Mars
50843,Red Planet
50847,Variable Star
50848,"The Rolling Stones (Heinlein's Juveniles, #6)"
50838,Assignment in Eternity
50849,Expanded Universe
50850,The Unpleasant Profession of Jonathan Hoag
50851,Farmer in the Sky
50846,Double Star
50854,"Between Planets (Heinlein's Juveniles, #5)"
50856,Glory Road
50853,The Day After Tomorrow
50855,The Puppet Masters
50859,Requiem: New Collected Works by Robert A. Heinlein and Tributes to the Grand Master
50867,The Best of Robert Heinlein
50877,The Number of the Beast
50879,Beyond This Horizon
50873,The SFWA Grand Masters 1
50881,"For Us, the Living: A Comedy of Customs"
50875,The Past Through Tomorrow
50902,Foreskin's Lament
50906,Candyfreak: A Journey Through the Chocolate Underbelly of America
50901,Beware of God: Stories
50910,The Fracture Zone: My Return to the Balkans
50907,Memoirs of a Bookbat
50917,The Hill of Evil Counsel
50925,Fat Kid Rules the World
50927,How to Rule the World: A Handbook for the Aspiring Dictator
50926,7 Men Who Rule the World from the Grave
50930,The Mark
50921,O Livro Tibetano dos Mortos
50929,"New Worlds, Lost Worlds: The Rule of the Tudors, 1485-1603"
50933,Half-Real: Video Games Between Real Rules and Fictional Worlds
50923,When Corporations Rule the World
50937,"First, Break All the Rules: What the World's Greatest Managers Do Differently"
50972,New Clues to Harry Potter Book 5: Hints from the Ultimate Unofficial Guide to the Mysteries of Harry Potter
50976,The Roots of Heaven
50967,Ruling Your World: Ancient Strategies For Modern Life
50989,Cry of My Heart
50981,My Heart's Cry
50993,East of the Mountains
50990,The Breast
51009,Lone Point
51008,Phoebe Deane
51011,Maris
51014,The Big Blue Soldier
51012,The Seventh Hour
51010,The Challengers
51017,Re-Creations
51021,Under the Cats Eye: A Tale of Morph and Mystery
51018,I'll Steal You Away
51029,"The Great Deluge: Hurricane Katrina, New Orleans, and the Mississippi Gulf Coast"
51027,Cat's Eye
51022,The Cheshire Cat's Eye
51042,The Complete Fiction: The Bean Trees / Homeland / Animal Dreams / Pigs in Heaven
51061,The Griffin & Sabine Trilogy
51071,Adrian Mole: The Cappuccino Years
51070,"The Secret Diary of Adrian Mole, Aged 13 3/4"
51069,The Growing Pains of Adrian Mole
51072,Adrian Mole and the Weapons of Mass Destruction
51073,Adrian Mole: The Lost Years
51077,The Last Song of Dusk
51076,Adrian Mole: From Minor to Major
51078,"Batman: Knightfall, Part One: Broken Bat"
51079,"Batman: Knightfall, Part Three: Knightsend"
51074,The Adrian Mole Diaries / Sue Townsend
51080,Batman: Knightfall
51089,Black Spring
51090,Crazy Cock
51091,The Wisdom of the Heart
51103,The Hidden Land
51105,The Secret Country
51106,Tam Lin
51108,The Language of Threads
51104,The Whim of the Dragon
51112,Dreaming Water
51113,The Samurai's Garden
51114,Women of the Silk
51107,The Dubious Hills
51115,Night of Many Dreams
51120,Selections from the Canzoniere and Other Works
51122,Yearnings: Embracing the Sacred Messiness of Life
51136,The White Lady
51139,Time of the Singing of Birds
51138,Brentwood
4469225,Because of Stephen
51134,The Mystery of Mary
51141,The Honor Girl
51133,The Girl of the Woods
51135,Mary Arden
51144,Blue Ruin
51142,Mystery Flowers
51148,Ladybird
51146,The Prodigal Girl
51149,The Witness
51166,The Meaning of Everything: The Story of the Oxford English Dictionary
51167,So Much to Tell You
51181,The Adirondacks: A History of America's First Wilderness
51184,Hang a Thousand Trees with Ribbons
51190,Oroonoko
51191,Love-Letters Between a Nobleman and His Sister
51188,The Rover and Other Plays
51187,"Oroonoko, The Rover and Other Works"
51189,Oroonoko and Other Writings
51194,The Rover
51198,Vanished
51196,Zebra and Other Stories
128277,A Dangerous Woman
51210,A Streetcar Named Desire and Other Plays
51214,Equus
51215,The Tao of Equus: A Woman's Journey of Healing and Transformation Through the Way of the Horse
51243,Amphigorey Again
51244,Amphigorey Too
51245,Amphigorey Also
51246,Banging Your Head Against a Brick Wall
51249,Cut It Out
51251,Existencilism
51250,Wall and Piece
51260,Positively Fourth Street
51269,Cooking of South West France
51276,Beating Cancer with Nutrition: Optimal Nutrition Can Improve the Outcome in Medically-Treated Cancer Patients
51285,Heat Transfer
51286,Kiss of Heat
51287,Incompleteness: The Proof and Paradox of Kurt Gödel
51279,Nutrition Concepts and Controversies
51280,"Health, Safety and Nutrition for the Young Child"
51290,More Damned Lies and Statistics: How Numbers Confuse Public Issues
51291,How to Lie with Statistics
51283,"Krause's Food, Nutrition, & Diet Therapy"
51289,"Damned Lies and Statistics: Untangling Numbers from the Media, Politicians, and Activists"
51296,Oh the Glory of it All
51299,Letter to a Christian Nation
51306,Mutual Aid
51315,"Diet for a New America: How Your Food Choices Affect Your Health, Happiness and the Future of Life on Earth"
51330,The Trial of Socrates
51331,The Trials of Socrates: Six Classic Texts
51327,Problems of Knowledge and Freedom: The Russell Lectures
51329,Language and Problems of Knowledge (Current Studies in Linguistics)
51332,The Trial and Death of Socrates: Four Dialogues
51344,"First World, Ha, Ha, Ha!"
51353,Anarcho-Syndicalism: Theory and Practice
51361,How to Make Yourself Happy and Remarkably Less Disturbable
51362,The Survivors Club
51359,How to Stubbornly Refuse to Make Yourself Miserable About Anything
51364,Misquoting Jesus: The Story Behind Who Changed the Bible and Why
51368,"Train Your Mind, Change Your Brain: How a New Science Reveals Our Extraordinary Potential to Transform Ourselves"
51370,Leading Change
51374,Changes That Heal: The Four Shifts That Make Everything Better…And That Anyone Can Do
51373,"Change Your Brain, Change Your Life: The Breakthrough Program for Conquering Anxiety, Depression, Obsessiveness, Anger, and Impulsiveness"
51369,Change or Die: The Three Keys to Change at Work and in Life
51376,Outlaw Culture: Resisting Representations
51371,How to Change the World: Social Entrepreneurs and the Power of New Ideas
51378,Feminist Theory: From Margin to Center
51377,Sisters of the Yam: Black Women and Self-Recovery
51382,"Talking Back: Thinking Feminist, Thinking Black"
51380,Feminism is for Everybody: Passionate Politics
51389,Art on My Mind: Visual Politics
51384,When Angels Speak of Love
51390,We Real Cool: Black Men and Masculinity
51393,Skin Again
51394,Bone Black: Memories of Girlhood
51387,"Yearning: Race, Gender, And Cultural Politics"
51392,Happy to Be Nappy
51398,Teaching Critical Thinking: Practical Wisdom
51397,Salvation: Black People and Love
51403,"Reel to Real: Race, Sex and Class at the Movie"
51400,Space
51409,remembered rapture: the writer at work
51411,Black Genius: African-American Solutions to African-American Problems
51415,Daughters of the Dust: The Making of an African American Woman's Film
51428,Rebel Angels
51429,Rebel Fay
51425,Religions of the World [With CDROM]
51430,"Rebel Without a Crew, or How a 23-Year-Old Filmmaker with $7,000 Became a Hollywood Player"
51433,The Rebels of Ireland
51431,The Scientist as Rebel
51436,With Speed and Violence: Why Scientists Fear Tipping Points in Climate Change
51442,Selected Writings and Speeches of Marcus Garvey
51438,The Russian Anarchists
51416,Young Wives' Tales: New Adventures in Love and Partnership
51465,Selected Stories
51469,Word Play: What Happens When People Talk
51471,The Play of Words
51467,The Machine Stops
51480,In Defense of Animals: The Second Wave
51492,"Socrates, Buddha, Confucius, Jesus (The Great Philosophers, Vol 1)"
51493,Monster Manual II: Dungeons & Dragons Accessory
51490,I Can See You Naked
51485,Zhuangzi (Longman Library of Primary Sources in Philosophy)
51497,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror
51502,Dr. Jekyll and Mr. Hyde (Great Illustrated Classics (Abdo))
51505,"Lectures and Conversations on Aesthetics, Psychology and Religious Belief"
51506,Wittgenstein's Mistress
51503,Strange Case of Dr Jekyll and Mr Hyde and Other Tales
51527,Exiting Nirvana: A Daughter's Life with Autism
51526,"Too Soon Old, Too Late Smart: Thirty True Things You Need to Know Now"
51523,Inheriting the Revolution: The First Generation of Americans
51539,Rachel and Her Children: Homeless Families in America
51540,Illiterate America
51537,Amazing Grace: The Lives of Children and the Conscience of a Nation
51541,Death at an Early Age
51538,Ordinary Resurrections
51542,On Being a Teacher
51545,A Wayward Angel: The Full-Story of the Hell's Angels by the Former Vice-President of the Oakland Chapter
51546,Running with the Devil: The True Story of the ATF's Infiltration of the Hells Angels
51548,Hell's Angels: Three Can Keep a Secret If Two Are Dead
51550,Hell's Angel: The Life and Times of Sonny Barger and the Hell's Angels Motorcycle Club
51551,Hell's Angels: Into the Abyss
51555,"Born to Buy: A Groundbreaking Exposé of a Marketing Culture That Makes Children ""Believe They  Are  What They  Own."" (USA Today)"
51554,Epic: Stories of Survival from the World's Highest Peaks
51558,Whitewashing Race: The Myth of a Color-Blind Society
51560,"The Ethnic Myth: Race, Ethnicity, and Class in America"
51564,White Lies: Race and the Myths of Whiteness
51570,When Did Ignorance Become a Point of View?
51567,The Way of Ignorance and Other Essays
51579,The Day Room
51587,The Sluts
51588,Closer
51590,Frisk
51591,My Loose Thread
51589,Period
51594,Try
51597,Gallatin Canyon
51599,Some Horses: Essays
51595,Guide
51598,Ninety-two in the Shade
51602,To Skin a Cat
51601,The Longest Silence: A Life In Fishing
51593,God Jr.
51605,Nobody's Angel
51606,Johnny Got His Gun
51604,Nothing but Blue Skies
51612,Until the End
51615,Look Away
51603,Panama
51613,Harold's End
51624,Anarchism
51627,Artists in Times of War and Other Essays (Open Media)
51632,The Dark Side of Christian History
51636,The Philosophy of Punk: More Than Noise!
51637,"Hardcore Zen: Punk Rock, Monster Movies and the Truth about Reality"
51644,Why Read Marx Today?
51645,Fragments of an Anarchist Anthropology
51652,Prison Memoirs of an Anarchist
51654,DMT: The Spirit Molecule
51660,Food of the Gods: The Search for the Original Tree of Knowledge
51659,"The Missionary Position: The First Delphi, South Dakota Mystery"
51670,Closer
51662,The Food of the Gods and How It Came to Earth
51675,Ever Closer Union: An Introduction to European Integration
51678,"Le Trésor du Coeur Des Êtres Éveillés: Pratique de la Vue, de la Méditation et de L'action; Discours Vertueux du Début à la Fin"
51685,The President of Good and Evil
51688,Living a Life That Matters: Resolving the Conflict Between Conscience and Success
51695,Living My Life
51698,Anarchy!
51703,Marriage and Love
51699,Red Emma Speaks
51696,Anarchism and Other Essays
51714,The Sexual Politics of Meat: A Feminist-Vegetarian Critical Theory
51718,"Master Class in Fiction Writing: Techniques from Austen, Hemingway, and Other Greats: Lessons from the All-Star Writer's Workshop"
51717,World Mythology: An Anthology of Great Myths and Epics
51723,Raising Cain: Protecting the Emotional Life of Boys
51716,Classical Mythology: Images and Insights
51726,The Social Construction of Reality: A Treatise in the Sociology of Knowledge
51725,Bad Boy: The Life And Politics Of Lee Atwater
51730,"Race-Ing Justice, En-Gendering Power: Essays on Anita Hill, Clarence Thomas, and the Construction of Social Reality"
51728,The Construction of Social Reality
51729,Narrative Therapy: The Social Construction of Preferred Realities
51738,Just Listen
51737,The Truth About Forever
51739,Nail Biter
51740,Staying Fat for Sarah Byrnes
51736,Trap Door
51742,Complete Plays
31427967,The Heart Is Deceitful Above All Things: Stories
51741,Sarah's Quilt
51743,Sarah
51750,Writing Tools: 50 Essential Strategies for Every Writer
51775,Why I Am a Christian
51772,"Imperial San Francisco: Urban Power, Earthly Ruin, With a New Preface"
51784,The Autobiography of Bertrand Russell
51785,The Principles of Mathematics
51788,The Analysis of Mind
51787,The Basic Writings of Bertrand Russell: 1903-1959
51789,Marriage and Morals
51782,Why I Am Not a Christian
51790,Religion and Science
51793,Hunters and Gatherers
51786,On God and Religion (Great Books in Philosophy)
51796,Dot The Fire Dog
51799,The Decameron
51805,"Decameron, The: Volume I"
51804,Decameron Selected Tales
51818,Chaucer's Canterbury Tales
51829,"The Corpse Had a Familiar Face: Covering Miami, America's Hottest Beat"
51827,Alias Grace
51836,An Introductory Guide to Post-Structuralism and Postmodernism
51830,Suitable For Framing
51845,Women of the Klan: Racism and Gender in the 1920s
51848,The Second Shift
51851,Global Shift: The Internationalization of Economic Activity
51859,"Making Sense of Phonics, First Edition: The Hows and Whys"
51862,God and the Philosophers: The Reconciliation of Faith and Reason
51874,Making Sense of It All: Pascal and the Meaning of Life
51877,Capitalism and Freedom
51890,Story Structure Architect
51898,Class Matters
51905,Mind: A Brief Introduction
51904,"Freedom and Neurobiology: Reflections on Free Will, Language, and Political Power"
51907,Intentionality: An Essay in the Philosophy of Mind
51908,"Mind, Language And Society: Philosophy In The Real World"
51910,Speech Acts: An Essay in the Philosophy of Language
51909,The Rediscovery of the Mind (Representation and Mind)
51913,The World At Her Fingertips: The Story Of Helen Keller
51917,The Story of Helen Keller
51912,The Story of My Life
51915,Helen and Teacher: The Story of Helen Keller and Anne Sullivan Macy
51924,The Complete New Yorker: Eighty Years of the Nation's Greatest Magazine (Book & 8 DVD-ROMs)
51923,Complete Cartoons of the New Yorker
51931,Jungle: A Harrowing True Story of Survival
51933,Madness and Civilization: A History of Insanity in the Age of Reason
51927,The New Yorker Book of Teacher Cartoons
51930,The New Yorker Book of Dog Cartoons
51926,"The Rejection Collection: Cartoons You Never Saw, and Never Will See, in The New Yorker"
51944,Tenderness
51948,Fade
51946,8 Plus 1
51950,Israel/Palestine: How to End the War of 1948
51956,Fighting for Air: The Battle to Control America's Media
51967,Unholy Alliance: A History of Nazi Involvement with the Occult
51975,Free the Animals
51984,Opening the Dragon Gate: The Making of a Modern Taoist Wizard
51985,Existentialism is a Humanism
52003,Literature And Existentialism
52006,Between Existentialism and Marxism
52013,Existentialism and Humanism: Jean-Paul Sartre
52018,"Existentialism: Basic Writings/Kierkegaard, Nietzsche, Heidegger, Sartre"
52022,The Way of Man
52023,Between Man and Man
52024,"Tales of the Hasidim, Vols 1-2"
52020,I and Thou
52042,Ten Days that Shook the World
52056,The Kebra Nagast: The Lost Bible of Rastafarian Wisdom and Faith from Ethiopia and Jamaica
52054,The Rastafarians
52065,A World of Ideas: Essential Readings for College Writers
52068,"A World of Ideas: A Dictionary of Important Theories, Concepts, Beliefs, and Thinkers"
52069,World of Ideas
52070,How to Sail Around the World: Advice and Ideas for Voyaging Under Sail
52080,Stephanie Pearl-McPhee Casts Off: The Yarn Harlot's Guide to the Land of Knitting
52075,The Wisdom of Life and Counsels and Maxims
52083,"Lions and Tigers and Crocs, Oh My!: A Pearls Before Swine Treasury"
52084,Programming Pearls
52087,The Ratvolution Will Not Be Televised
546281,The New Pearl Harbor: Disturbing Questions About the Bush Administration & 9/11
52090,Eichmann in Jerusalem: A Report on the Banality of Evil
52098,"Instant Karma: 8,879 Ways to Give Yourself and Others Good Fortune Right Now"
52101,Strength to Love
52108,"Gender Outlaw: On Men, Women and the Rest of Us"
52106,"Positive Energy: 10 Extraordinary Prescriptions for Transforming Fatigue, Stress, and Fear Into Vibrance, Strength, and Love"
52111,The Sexual Outlaw: A Documentary
52116,"I am My Own Woman: The Outlaw Life of Charlotte Von Mahlsdorf, Berlin's Most Distinguished Transvestite"
52115,Outlaw Mountain
52117,Deleuze and Guattari's Anti-Oedipus: Introduction to Schizoanalysis
52137,The Great Terror: A Reassessment
52136,Reflections on a Ravaged Century
52132,...Or Not to Be: A Collection of Suicide Notes
52134,Mary Slessor: Light for Dark Continent
52139,The Harvest of Sorrow: Soviet Collectivization and the Terror-Famine
52141,Stalin: Breaker of Nations
52142,The Great War for Civilisation: The Conquest of the Middle East
52156,Lone Eagle
52158,Lone Eagle
52166,Mao Zedong: A Life
52171,The White-Boned Demon: A Biography of Madame Mao Zedong
52184,The Marx-Engels Reader
52183,Writings on the Paris Commune
52179,The Civil War in France: The Paris Commune
824042,The Condition of the Working Class in England
52188,The Emotionally Abused Woman: Overcoming Destructive Patterns and Reclaiming Yourself
52198,"The Origin of the Family, Private Property and the State"
52202,How Mumbo-Jumbo Conquered the World
52211,"The Dialectical Imagination: A History of the Frankfurt School & the Institute of Social Research, 1923-50"
52219,"Walter Benjamin: Selected Writings, Volume 2, Part 2, 1931-1934"
52220,"Walter Benjamin: Selected Writings, 4: 1938-1940"
52216,Illumination in the Flatwoods: A Season with the Wild Turkey
52221,"Walter Benjamin: Selected Writings, 3: 1935-1938"
52224,On Hashish
52223,The Arcades Project
52228,A Room of One's Own / Three Guineas
52232,Day of Infamy
52226,Walter Benjamin at the Dairy Queen: Reflections on Sixty and Beyond
52234,Days of Infamy
52238,Days of Infamy
52247,Lennon: The Definitive Biography
52251,Claudius the God and His Wife Messalina
52249,Hebrew Myths: The Book of Genesis
52254,"The Long Week-End: A Social History of Great Britain, 1918-39"
52248,The Greek Myths
52258,The Price of Salt
52263,SCUM Manifesto
52276,"Daring to Be Bad: Radical Feminism in America, 1967-1975"
52289,Gringos
563867,Shooting Elvis
52290,Masters of Atlantis
52294,Shooting Elvis
52296,The Yellow Wall-Paper and Other Stories
52298,Herland and Selected Stories
52303,The Charlotte Perkins Gilman Reader
52300,Women and Economics: A Study of the Economic Relation Between Men and Women as a Factor in Social Evolution
52309,The Autobiography of Benjamin Franklin
52302,The Yellow Wallpaper
52315,Autobiography / Poor Richard / Later Writings
52310,The Autobiography of Benjamin Franklin: with Related Documents
52318,Wild Seed
52325,Fa Mulan: The Story of a Woman Warrior
52327,"Warrior Woman: The Exceptional Life Story of Nonhelema, Shawnee Indian Woman Chief"
52326,Warrior's Woman
52332,Hocus-Pocus
52343,My Wonderful World of Slapstick
52350,The Stepford Wives
52357,Beowulf
52354,Firms of Endearment: How World-Class Companies Profit from Passion and Purpose
52355,"The Professional Service Firm 50 (Reinventing Work): Fifty Ways to Transform Your ""Department"" into a Professional Service Firm Whose Trademarks are Passion and Innovation!"
52363,300
